t,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
55.369,0.1698,0.8357,0.8357,0.8044,0.7330,-0.1340,0.3030,1.69,1009.31
55.390,0.2694,0.7345,0.7345,0.8157,0.7580,0.0660,0.2940,1.69,1009.31
55.409,0.4522,0.5658,0.5658,0.5719,0.3600,0.4330,0.1000,1.69,1009.31
55.430,0.5419,0.5165,0.5165,0.9381,0.7310,0.5680,0.1520,1.69,1009.31
55.450,0.5191,0.5077,0.5077,1.1123,0.7800,0.7030,0.3670,1.69,1009.31
55.470,0.5378,0.5045,0.5045,1.0391,0.6100,0.7340,0.4110,1.69,1009.31
55.490,0.4656,0.6612,0.6612,1.0987,0.7650,0.6760,0.4060,1.69,1009.31
55.510,0.3981,0.8340,0.8340,0.9967,0.7720,0.5190,0.3580,1.69,1009.31
55.530,0.3265,0.8853,0.8853,0.7418,0.4410,0.4590,0.3810,1.69,1009.31
55.550,0.3418,0.9551,0.9551,0.5852,0.1500,0.4190,0.3800,1.69,1009.31
55.570,0.3556,1.0903,1.0903,0.4332,0.0000,0.3450,0.2620,1.69,1009.31
55.590,0.3913,1.1919,1.1919,0.3613,-0.0820,0.3510,-0.0250,1.69,1009.31
55.610,0.3966,1.2929,1.2929,0.5427,-0.2990,0.4350,-0.1260,1.69,1009.31
55.630,0.4445,1.3435,1.3435,0.5439,-0.3660,0.3800,-0.1320,1.69,1009.31
55.650,0.4799,1.3225,1.3225,0.3836,-0.2080,0.2750,-0.1680,1.69,1009.31
55.670,0.4073,1.2798,1.2798,0.2672,-0.0410,-0.0040,-0.2640,1.69,1009.31
55.690,0.4304,1.2691,1.2691,0.3990,0.0330,-0.2710,-0.2910,1.69,1009.31
55.710,0.4341,1.2299,1.2299,0.5258,-0.0120,-0.4430,-0.2830,1.69,1009.31
55.730,0.3444,1.1624,1.1624,0.6857,-0.1010,-0.6230,-0.2680,1.69,1009.31
55.750,0.2367,1.1321,1.1321,0.7496,0.0340,-0.7120,-0.2320,1.69,1009.31
55.770,0.2208,1.1372,1.1372,0.8140,-0.0890,-0.7960,-0.1450,1.69,1009.31
55.790,0.1944,1.0975,1.0975,0.8909,-0.3300,-0.8140,-0.1490,1.69,1009.31
55.810,0.1334,1.0248,1.0248,0.9753,-0.6330,-0.7140,-0.2020,1.69,1009.31
55.830,0.1528,0.8947,0.8947,0.9683,-0.7110,-0.6020,-0.2640,1.69,1009.31
55.850,0.1992,0.8187,0.8187,0.6467,-0.3620,-0.5220,-0.1210,1.69,1009.31
55.870,0.2463,0.8063,0.8063,0.7569,-0.5960,-0.4610,-0.0720,1.69,1009.31
55.890,0.3222,0.7366,0.7366,0.8593,-0.7590,-0.3800,-0.1340,1.69,1009.31
55.911,0.3283,0.7003,0.7003,0.5004,-0.3580,-0.3350,-0.1000,1.69,1009.31
55.930,0.3390,0.7009,0.7009,0.3067,-0.2220,-0.2090,-0.0330,1.69,1009.31
55.950,0.3349,0.7494,0.7494,0.2438,-0.2050,-0.1280,-0.0320,1.69,1009.31
55.971,0.2631,0.8039,0.8039,0.2339,-0.2320,-0.0200,0.0220,1.78,1009.31
55.991,0.1690,0.8780,0.8780,0.1602,-0.0960,0.0180,0.1270,1.78,1009.31
56.011,0.1092,0.9550,0.9550,0.2062,-0.0110,-0.1000,0.1800,1.78,1009.31
56.031,0.1497,1.0650,1.0650,0.8140,-0.8130,0.0360,0.0190,1.78,1009.31
56.051,0.1695,0.9409,0.9409,0.7722,-0.6900,0.2370,0.2530,1.78,1009.31
56.071,0.2982,1.0172,1.0172,0.2577,0.0850,0.2240,0.0950,1.78,1009.31
56.091,0.3298,1.2901,1.2901,0.3655,-0.2790,0.2360,0.0090,1.78,1009.31
56.111,0.3821,1.3677,1.3677,1.0505,-1.0340,0.1790,-0.0490,1.78,1009.31
56.131,0.4616,1.2961,1.2961,0.9397,-0.9150,0.0470,-0.2090,1.78,1009.31
56.151,0.4135,1.2057,1.2057,0.5377,-0.4390,-0.1320,-0.2810,1.78,1009.31
56.171,0.3113,1.2288,1.2288,0.5648,-0.3780,-0.2680,-0.3230,1.78,1009.31
56.191,0.3201,1.2635,1.2635,0.8728,-0.6500,-0.4670,-0.3480,1.78,1009.31
56.211,0.2759,1.2168,1.2168,0.8417,-0.5980,-0.5220,-0.2800,1.78,1009.31
56.231,0.2564,1.1771,1.1771,0.7032,-0.3520,-0.5400,-0.2810,1.78,1009.31
56.251,0.2528,1.1551,1.1551,0.6375,-0.1390,-0.5670,-0.2560,1.78,1009.31
56.271,0.3138,1.1612,1.1612,0.6274,-0.0940,-0.5930,-0.1820,1.78,1009.31
56.291,0.3532,1.1397,1.1397,0.7004,-0.2530,-0.6420,-0.1200,1.78,1009.31
56.311,0.3206,1.0587,1.0587,0.7407,-0.4860,-0.5530,-0.0810,1.78,1009.31
56.331,0.2713,0.9184,0.9184,0.5162,-0.1060,-0.5010,0.0650,1.78,1009.31
56.351,0.3112,0.8729,0.8729,0.4883,-0.1730,-0.3990,0.2220,1.78,1009.31
56.371,0.3509,0.7847,0.7847,0.5138,-0.3180,-0.3000,0.2700,1.78,1009.31
56.391,0.4143,0.6639,0.6639,0.4751,0.0240,-0.2090,0.4260,1.78,1009.31
56.411,0.4845,0.5275,0.5275,0.5558,0.2840,-0.0800,0.4710,1.78,1009.31
56.431,0.5287,0.4810,0.4810,0.7766,0.6390,0.1040,0.4290,1.78,1009.31
56.451,0.4907,0.5349,0.5349,1.1922,0.9590,0.3350,0.6240,1.78,1009.31
56.471,0.4508,0.5865,0.5865,1.2371,0.8330,0.5250,0.7490,1.78,1009.31
56.491,0.4169,0.7329,0.7329,1.3067,0.7470,0.6750,0.8330,1.78,1009.31
56.512,0.4002,0.8870,0.8870,1.2533,0.7530,0.6830,0.7330,1.78,1009.31
56.531,0.3768,0.9739,0.9739,1.2402,0.5810,0.8090,0.7390,1.78,1009.31
56.551,0.4054,0.9795,0.9795,1.2159,0.2740,0.9700,0.6800,1.78,1009.31
56.571,0.4167,1.0303,1.0303,0.9581,0.2750,0.8340,0.3830,1.78,1009.31
56.592,0.4222,1.1524,1.1524,0.8604,0.0260,0.8600,0.0010,1.78,1009.31
56.612,0.5130,1.3639,1.3639,0.9644,-0.4730,0.8270,-0.1500,1.78,1009.31
56.632,0.5553,1.4818,1.4818,0.8586,-0.5990,0.6120,-0.0620,1.78,1009.37
56.652,0.5663,1.4457,1.4457,0.7588,-0.6420,0.3900,-0.1070,1.78,1009.37
56.672,0.4599,1.3275,1.3275,0.4883,-0.4490,0.1620,-0.1030,1.78,1009.37
56.692,0.4833,1.2821,1.2821,0.1063,-0.0140,-0.0770,-0.0720,1.78,1009.37
56.712,0.5417,1.3020,1.3020,0.3638,0.1490,-0.3290,-0.0440,1.78,1009.37
56.732,0.5184,1.2403,1.2403,0.6178,0.1320,-0.5950,-0.1010,1.78,1009.37
56.752,0.4299,1.1730,1.1730,0.7885,0.1670,-0.7500,-0.1770,1.78,1009.37
56.772,0.3237,1.1275,1.1275,0.9138,0.2720,-0.8530,-0.1830,1.78,1009.37
56.792,0.2460,1.0682,1.0682,0.9159,-0.0300,-0.8620,-0.3080,1.78,1009.37
56.812,0.1739,0.9152,0.9152,0.7645,-0.1280,-0.6680,-0.3490,1.78,1009.37
56.832,0.2320,0.8271,0.8271,0.5961,0.1410,-0.5140,-0.2670,1.78,1009.37
56.852,0.2665,0.8268,0.8268,0.4623,-0.0620,-0.4250,-0.1710,1.78,1009.37
56.872,0.3411,0.7328,0.7328,0.5469,-0.5190,-0.1660,-0.0470,1.78,1009.37
56.892,0.4471,0.6361,0.6361,0.3372,-0.3170,-0.0150,-0.1140,1.78,1009.37
56.912,0.3456,0.6952,0.6952,0.2768,0.2410,0.0660,0.1190,1.78,1009.37
56.932,0.3651,0.6651,0.6651,0.2954,-0.0960,0.2290,0.1600,1.78,1009.37
56.952,0.3533,0.6852,0.6852,0.3939,-0.2440,0.2930,0.0990,1.78,1009.37
56.972,0.2626,0.7449,0.7449,0.5473,0.3570,0.2800,0.3060,1.76,1009.37
56.993,0.0747,0.9308,0.9308,0.4123,0.1170,0.1420,0.3690,1.76,1009.37
57.013,0.0866,0.9387,0.9387,0.4623,-0.2250,0.1050,0.3900,1.76,1009.37
57.033,0.1151,0.9801,0.9801,0.4969,0.0780,0.1570,0.4650,1.76,1009.37
57.053,0.1729,1.0695,1.0695,0.5347,0.1400,0.2280,0.4630,1.76,1009.37
57.072,0.1863,1.1454,1.1454,0.3689,-0.0430,0.2530,0.2650,1.76,1009.37
57.093,0.2012,1.1514,1.1514,0.3433,-0.1160,0.3100,0.0910,1.76,1009.37
57.113,0.2315,1.1003,1.1003,0.3374,-0.0560,0.3310,-0.0340,1.76,1009.37
57.133,0.2730,1.1045,1.1045,0.3195,0.0680,0.3030,-0.0750,1.76,1009.37
57.153,0.2692,1.1378,1.1378,0.1972,0.0320,0.1740,-0.0870,1.76,1009.37
57.173,0.2330,1.1572,1.1572,0.2348,-0.2120,0.0640,-0.0780,1.76,1009.37
57.193,0.1599,1.1206,1.1206,0.3469,-0.3340,0.0180,-0.0920,1.76,1009.37
57.213,0.1366,1.0878,1.0878,0.2557,-0.2390,-0.0350,-0.0840,1.76,1009.37
57.233,0.0736,1.0585,1.0585,0.2200,-0.1950,-0.0730,-0.0710,1.76,1009.37
57.253,0.0521,1.0327,1.0327,0.3015,-0.2570,-0.0920,-0.1280,1.76,1009.37
57.273,0.0441,1.0253,1.0253,0.1694,-0.0870,-0.1200,-0.0820,1.76,1009.37
57.293,0.0550,1.0262,1.0262,0.2364,0.1550,-0.1780,-0.0140,1.76,1009.37
57.313,0.1268,1.0256,1.0256,0.2409,0.0990,-0.2110,0.0610,1.76,1009.37
57.333,0.1461,0.9767,0.9767,0.2872,0.1600,-0.2200,0.0920,1.76,1009.37
57.353,0.1361,0.9014,0.9014,0.3105,0.2790,-0.1320,0.0340,1.76,1009.37
57.373,0.2693,0.7365,0.7365,0.6766,0.6650,-0.0830,0.0930,1.76,1009.37
57.393,0.3535,0.6643,0.6643,0.7378,0.7350,0.0190,0.0610,1.76,1009.37
57.413,0.4457,0.6257,0.6257,0.6374,0.6100,0.1770,0.0530,1.76,1009.37
57.433,0.4586,0.5839,0.5839,0.6876,0.5980,0.3040,0.1510,1.76,1009.37
57.453,0.4237,0.6146,0.6146,0.9190,0.7760,0.3260,0.3690,1.76,1009.37
57.473,0.3752,0.6961,0.6961,0.7238,0.5610,0.3390,0.3070,1.76,1009.37
57.493,0.3698,0.7211,0.7211,0.7875,0.6740,0.3810,0.1440,1.76,1009.37
57.513,0.3636,0.7722,0.7722,0.9964,0.8810,0.4600,-0.0710,1.76,1009.37
57.533,0.3588,0.8442,0.8442,0.9898,0.7250,0.6660,0.1030,1.76,1009.37
57.553,0.2620,0.9450,0.9450,0.9013,0.2000,0.8320,0.2830,1.76,1009.37
57.573,0.1742,1.0039,1.0039,0.8672,-0.0340,0.8100,0.3080,1.76,1009.37
57.593,0.4155,1.2158,1.2158,1.2908,-0.7150,1.0720,-0.0760,1.76,1009.37
57.613,0.4841,1.4452,1.4452,1.3060,-0.6730,1.1190,0.0220,1.76,1009.37
57.635,0.6444,1.5550,1.5550,1.1506,-0.6980,0.9050,0.1330,1.76,1009.37
57.653,0.7699,1.5840,1.5840,1.0138,-0.8680,0.4660,0.2390,1.76,1009.37
57.673,0.7334,1.5012,1.5012,0.4561,-0.4370,-0.0350,0.1260,1.76,1009.37
57.693,0.6936,1.5432,1.5432,0.5189,0.2750,-0.4400,-0.0050,1.76,1009.37
57.714,0.7203,1.4573,1.4573,0.7216,0.2430,-0.6790,0.0250,1.76,1009.37
57.734,0.4941,1.4363,1.4363,0.8648,0.0590,-0.8020,-0.3180,1.76,1009.37
57.754,0.3745,1.3664,1.3664,0.9949,0.2390,-0.8420,-0.4730,1.76,1009.37
57.773,0.1770,1.1742,1.1742,1.0618,0.2590,-0.8680,-0.5540,1.76,1009.37
57.794,0.1874,1.0851,1.0851,1.0511,-0.0150,-0.7840,-0.7000,1.76,1009.37
57.814,0.2809,1.0718,1.0718,1.2457,-0.5460,-0.6660,-0.9000,1.76,1009.37
57.834,0.2890,0.8356,0.8356,1.2653,-0.5900,-0.4990,-1.0020,1.76,1009.37
57.854,0.3941,0.8465,0.8465,1.2215,0.0840,-0.4060,-1.1490,1.76,1009.37
57.874,0.2799,0.7639,0.7639,1.0591,0.2360,-0.3510,-0.9710,1.76,1009.37
57.894,0.4032,0.6404,0.6404,1.0944,-0.1200,-0.1850,-1.0720,1.76,1009.37
57.914,0.5109,0.5948,0.5948,1.1856,-0.0360,-0.0030,-1.1850,1.76,1009.37
57.934,0.4786,0.5640,0.5640,0.8704,0.4380,0.0420,-0.7510,1.76,1009.37
57.954,0.4395,0.5828,0.5828,0.5601,0.1160,0.1390,-0.5300,1.76,1009.37
57.978,0.4826,0.5955,0.5955,0.6328,0.1860,0.3220,-0.5120,1.61,1009.37
57.994,0.4496,0.5983,0.5983,0.7502,0.6280,0.1620,-0.3770,1.61,1009.37
58.014,0.3890,0.6324,0.6324,0.4514,0.3130,0.2330,-0.2270,1.61,1009.37
58.034,0.3959,0.6510,0.6510,0.5235,0.1030,0.5070,-0.0800,1.61,1009.37
58.054,0.2605,0.7967,0.7967,0.8041,0.2440,0.6900,0.3330,1.61,1009.37
58.074,0.2347,1.0191,1.0191,1.0887,-0.1820,0.7560,0.7620,1.61,1009.37
58.094,0.4417,1.3445,1.3445,1.3584,-0.6280,0.5570,1.0680,1.61,1009.37
58.114,0.5766,1.5360,1.5360,1.4228,-1.1200,0.4170,0.7720,1.61,1009.37
58.134,0.4664,1.3984,1.3984,1.1404,-0.8100,0.4120,0.6890,1.61,1009.37
58.154,0.5179,1.4675,1.4675,0.7547,0.2360,0.1500,0.7010,1.61,1009.37
58.174,0.6498,1.6460,1.6460,0.6560,0.2420,-0.2590,0.5520,1.61,1009.37
58.194,0.7065,1.7053,1.7053,0.6815,-0.1580,-0.5560,0.3610,1.61,1009.37
58.215,0.6473,1.6311,1.6311,0.9030,-0.3110,-0.8470,0.0350,1.61,1009.37
58.235,0.4405,1.3681,1.3681,0.9560,-0.0240,-0.9510,-0.0950,1.61,1009.37
58.255,0.2238,1.1781,1.1781,1.1075,0.5100,-0.9790,-0.0890,1.61,1009.37
58.274,0.1323,1.1054,1.1054,0.8543,0.1270,-0.8170,-0.2150,1.61,1009.37
58.295,0.2626,0.8193,0.8193,0.5751,-0.1630,-0.5420,-0.1020,1.61,1009.37
58.315,0.4956,0.5911,0.5911,0.2464,0.1600,-0.1850,0.0300,1.61,1009.37
58.335,0.6372,0.4654,0.4654,0.5129,0.4180,0.2350,0.1820,1.61,1009.37
58.355,0.7200,0.3748,0.3748,0.6533,0.2860,0.4710,0.3510,1.61,1009.37
58.375,0.8630,0.2439,0.2439,0.8487,-0.1170,0.6450,0.5390,1.61,1009.37
58.395,0.8429,0.2587,0.2587,0.9700,0.1040,0.8330,0.4860,1.61,1009.37
58.415,0.6981,0.3375,0.3375,1.4774,0.9250,0.9840,0.5990,1.61,1009.37
58.435,0.6114,0.4419,0.4419,1.5173,0.9850,1.1120,0.3090,1.61,1009.37
58.455,0.5205,0.6052,0.6052,1.5563,0.7910,1.3240,0.2080,1.61,1009.37
58.475,0.3856,0.8158,0.8158,1.7764,0.7340,1.4540,0.7090,1.61,1009.37
58.495,0.2801,0.9854,0.9854,1.1919,0.5170,1.0150,0.3510,1.61,1009.37
58.515,0.2070,1.1457,1.1457,1.1472,-0.5250,1.0200,-0.0060,1.61,1009.37
58.535,0.4925,1.4525,1.4525,1.1562,-0.4360,0.9850,0.4200,1.61,1009.37
58.555,0.9547,1.7939,1.7939,1.1238,-0.4890,0.8140,0.6010,1.61,1009.37
58.575,0.9230,1.7674,1.7674,1.2576,-1.1880,0.2450,0.3320,1.61,1009.37
58.595,0.8941,1.6441,1.6441,0.6538,-0.5390,-0.1460,0.3400,1.61,1009.37
58.615,0.8194,1.5976,1.5976,0.7695,0.4690,-0.5630,0.2350,1.61,1009.37
58.635,0.8620,1.6728,1.6728,1.0608,0.2380,-1.0000,0.2620,1.61,1009.37
58.655,0.6660,1.4863,1.4863,1.2060,-0.2180,-1.1860,-0.0150,1.61,1009.37
58.675,0.4259,1.3670,1.3670,1.2397,0.0450,-1.2330,-0.1210,1.61,1009.37
58.695,0.2108,1.1905,1.1905,1.1925,0.1780,-1.1590,-0.2170,1.61,1009.37
58.715,0.1574,1.0419,1.0419,1.0595,-0.0830,-0.9990,-0.3430,1.61,1009.37
58.735,0.2411,0.8634,0.8634,0.8562,-0.0240,-0.7760,-0.3610,1.61,1009.37
58.755,0.4062,0.7276,0.7276,0.6407,-0.0150,-0.5680,-0.2960,1.61,1009.37
58.776,0.6111,0.5621,0.5621,0.5627,-0.3630,-0.2780,-0.3280,1.61,1009.37
58.796,0.6109,0.5790,0.5790,0.3059,-0.1700,-0.1240,-0.2220,1.61,1009.37
58.816,0.6668,0.4597,0.4597,0.2724,-0.2380,0.0440,-0.1250,1.61,1009.37
58.836,0.7434,0.4130,0.4130,0.4168,-0.3470,0.1420,-0.1820,1.61,1009.37
58.856,0.6746,0.4286,0.4286,0.2754,-0.0070,0.1450,-0.2340,1.61,1009.37
58.876,0.5511,0.4707,0.4707,0.3288,0.1530,0.1660,-0.2390,1.61,1009.37
58.896,0.5316,0.5354,0.5354,0.6074,0.1260,0.1900,-0.5630,1.61,1009.37
58.916,0.4388,0.6910,0.6910,0.6242,0.3190,0.1570,-0.5130,1.61,1009.37
58.936,0.2919,0.7855,0.7855,0.4688,-0.1170,0.3230,-0.3190,1.61,1009.37
58.956,0.3420,0.7499,0.7499,0.7353,-0.0440,0.7070,-0.1970,1.61,1009.37
58.976,0.4505,0.8738,0.8738,0.8195,0.0790,0.8120,0.0770,1.49,1009.37
58.996,0.2381,1.0665,1.0665,1.1399,-0.5550,0.9340,0.3450,1.49,1009.37
59.016,0.4463,1.2930,1.2930,1.5380,-0.7740,1.0560,0.8070,1.49,1009.37
59.036,0.6105,1.5199,1.5199,1.5098,-0.8420,1.1140,0.5740,1.49,1009.37
59.056,0.6206,1.5151,1.5151,1.2883,-0.5470,1.0280,0.5510,1.49,1009.37
59.076,0.6637,1.5307,1.5307,0.9405,0.4320,0.6570,0.5160,1.49,1009.37
59.096,0.7854,1.6971,1.6971,0.8912,0.7400,0.0680,0.4920,1.49,1009.37
59.116,0.8363,1.7443,1.7443,0.7520,0.4080,-0.4930,0.3950,1.49,1009.37
59.136,0.7428,1.6356,1.6356,1.0185,0.2650,-0.9500,0.2540,1.49,1009.37
59.156,0.5791,1.4967,1.4967,1.2986,0.3900,-1.2350,0.0950,1.49,1009.37
59.176,0.3948,1.3075,1.3075,1.3875,0.5250,-1.2820,-0.0770,1.49,1009.37
59.196,0.2238,1.1157,1.1157,1.2268,0.3260,-1.1210,-0.3770,1.49,1009.37
59.216,0.2501,0.9049,0.9049,1.1627,0.5620,-0.8640,-0.5380,1.49,1009.37
59.236,0.3054,0.7574,0.7574,1.0812,0.7290,-0.5530,-0.5760,1.49,1009.37
59.256,0.5441,0.5358,0.5358,0.7936,0.4200,-0.1430,-0.6580,1.49,1009.37
59.276,0.5919,0.4866,0.4866,0.7042,0.4870,0.1130,-0.4960,1.49,1009.37
59.296,0.6743,0.3648,0.3648,0.6943,0.4570,0.3780,-0.3610,1.49,1009.37
59.316,0.7618,0.2858,0.2858,0.6759,0.2550,0.5350,-0.3250,1.49,1009.37
59.336,0.8080,0.2455,0.2455,0.8229,0.0410,0.8170,-0.0890,1.49,1009.37
59.357,0.8228,0.2341,0.2341,1.0972,0.1660,1.0780,0.1190,1.49,1009.37
59.376,0.6315,0.5018,0.5018,1.2971,0.0790,1.2820,-0.1810,1.49,1009.37
59.397,0.5944,0.8605,0.8605,2.0592,-0.4830,2.0000,-0.0840,1.49,1009.37
59.417,0.4016,1.2583,1.2583,2.1157,-0.1920,2.0690,0.3980,1.49,1009.37
59.437,0.5387,1.3947,1.3947,1.7336,-0.2140,1.6880,0.3320,1.49,1009.37
59.457,0.6954,1.5457,1.5457,1.2242,-0.5370,1.0590,0.2980,1.49,1009.37
59.477,0.7426,1.5637,1.5637,0.3882,-0.0220,0.3530,0.1600,1.49,1009.37
59.497,0.8590,1.6110,1.6110,0.7240,0.6220,-0.3700,-0.0200,1.49,1009.37
59.517,1.0059,1.6800,1.6800,1.1734,0.3850,-1.1010,-0.1280,1.49,1009.37
59.537,0.8385,1.5811,1.5811,1.6516,-0.1330,-1.6030,-0.3750,1.49,1009.37
59.557,0.5464,1.3569,1.3569,1.9001,-0.1590,-1.7880,-0.6230,1.49,1009.37
59.577,0.2901,1.1083,1.1083,1.8541,0.0570,-1.7200,-0.6900,1.49,1009.37
59.597,0.0421,0.9715,0.9715,1.7663,0.0190,-1.6190,-0.7060,1.49,1009.37
59.617,0.2051,0.9523,0.9523,1.5945,-0.2960,-1.4310,-0.6380,1.49,1009.37
59.637,0.3284,0.9569,0.9569,1.6280,-0.8770,-1.2480,-0.5690,1.49,1009.37
59.657,0.3895,0.7963,0.7963,1.6908,-1.2460,-1.0340,-0.4870,1.49,1009.37
59.677,0.3923,0.6781,0.6781,1.2469,-0.9280,-0.8070,-0.2060,1.49,1009.37
59.697,0.4398,0.6117,0.6117,1.0101,-0.8010,-0.6120,0.0650,1.49,1009.37
59.717,0.4914,0.5669,0.5669,1.1820,-1.1110,-0.3880,0.1110,1.49,1009.37
59.737,0.4801,0.5474,0.5474,1.1130,-1.0800,-0.2470,0.1070,1.49,1009.37
59.757,0.4723,0.5305,0.5305,0.5409,-0.5120,-0.1150,0.1310,1.49,1009.37
59.777,0.4264,0.5975,0.5975,0.1120,-0.0750,-0.0520,-0.0650,1.49,1009.37
59.797,0.4255,0.6900,0.6900,0.1898,-0.0830,0.1270,-0.1140,1.49,1009.37
59.817,0.4452,0.7104,0.7104,0.7830,-0.3900,0.6770,0.0520,1.49,1009.37
59.837,0.4708,0.8629,0.8629,1.1125,0.5910,0.7350,0.5900,1.49,1009.37
59.858,0.4167,1.2984,1.2984,0.9734,-0.0340,0.7940,0.5620,1.49,1009.37
59.877,0.4516,1.4299,1.4299,1.5587,-1.1590,0.8500,0.6030,1.49,1009.37
59.898,0.4581,1.3244,1.3244,1.2122,-0.7620,0.8610,0.3840,1.49,1009.37
59.918,0.5501,1.3395,1.3395,0.8751,0.4120,0.7400,0.2200,1.49,1009.37
59.937,0.5797,1.4240,1.4240,0.8127,0.7250,0.3670,0.0110,1.49,1009.37
59.958,0.6088,1.4993,1.4993,0.6763,0.6360,-0.1860,-0.1350,1.45,1009.37
59.977,0.6106,1.4928,1.4928,1.0057,0.6970,-0.7030,-0.1770,1.45,1009.37
59.998,0.5476,1.4537,1.4537,1.2161,0.5750,-1.0520,-0.2040,1.45,1009.37
60.018,0.4499,1.3557,1.3557,1.2855,0.2690,-1.2410,-0.2000,1.45,1009.37
60.038,0.2920,1.1758,1.1758,1.2597,0.1240,-1.2400,-0.1840,1.45,1009.37
60.058,0.2605,0.9715,0.9715,1.0921,0.1000,-1.0860,-0.0570,1.45,1009.37
60.078,0.3012,0.7778,0.7778,0.7938,-0.0840,-0.7890,0.0220,1.45,1009.37
60.098,0.4244,0.6331,0.6331,0.4372,0.0330,-0.3980,0.1780,1.45,1009.37
60.118,0.5670,0.4858,0.4858,0.4686,0.2050,0.0730,0.4150,1.45,1009.37
60.138,0.6342,0.4062,0.4062,0.7897,0.2560,0.5000,0.5550,1.45,1009.37
60.158,0.6723,0.3450,0.3450,1.0306,0.3510,0.7850,0.5680,1.45,1009.37
60.178,0.6638,0.3616,0.3616,1.3081,0.6310,0.9450,0.6480,1.45,1009.37
60.198,0.5361,0.5357,0.5357,1.2161,0.4640,0.9730,0.5630,1.45,1009.37
60.218,0.4841,0.7095,0.7095,1.1876,0.1730,1.0430,0.5410,1.45,1009.37
60.238,0.5942,0.8952,0.8952,1.2119,0.4050,1.0060,0.5410,1.45,1009.37
60.258,0.7551,1.1916,1.1916,1.1565,0.6140,0.9720,0.1250,1.45,1009.37
60.278,0.7562,1.4427,1.4427,0.9091,0.1130,0.9020,-0.0010,1.45,1009.37
60.298,0.7046,1.6514,1.6514,0.7897,-0.4490,0.6480,0.0460,1.45,1009.37
60.318,0.6760,1.6120,1.6120,0.8222,-0.7440,0.3060,-0.1700,1.45,1009.37
60.338,0.5767,1.4902,1.4902,0.5384,-0.3610,-0.0820,-0.3910,1.45,1009.37
60.358,0.5989,1.5257,1.5257,0.7506,0.2290,-0.3660,-0.6140,1.45,1009.37
60.378,0.6377,1.5834,1.5834,1.0771,0.1990,-0.7410,-0.7560,1.45,1009.37
60.398,0.5839,1.5126,1.5126,1.4847,-0.3080,-1.0350,-1.0190,1.45,1009.37
60.418,0.3883,1.2563,1.2563,1.5636,-0.1840,-1.1280,-1.0670,1.45,1009.37
60.438,0.2848,1.0579,1.0579,1.5077,0.3620,-1.2230,-0.8040,1.45,1009.37
60.458,0.3385,1.0791,1.0791,1.4761,-0.4390,-1.1490,-0.8160,1.45,1009.37
60.478,0.3425,0.8982,0.8982,1.5880,-0.9190,-0.9840,-0.8420,1.45,1009.37
60.499,0.3459,0.7252,0.7252,1.1707,-0.6690,-0.7430,-0.6090,1.45,1009.37
60.519,0.4423,0.6076,0.6076,0.9349,-0.6730,-0.4860,-0.4300,1.45,1009.37
60.539,0.5128,0.5435,0.5435,0.8837,-0.7740,-0.3340,-0.2650,1.45,1009.37
60.559,0.5853,0.4529,0.4529,0.9761,-0.9380,-0.1950,-0.1870,1.45,1009.37
60.579,0.5983,0.4085,0.4085,0.5713,-0.5520,-0.1070,-0.1010,1.45,1009.37
60.599,0.5998,0.4080,0.4080,0.0573,-0.0540,-0.0030,0.0190,1.45,1009.37
60.619,0.5459,0.4734,0.4734,0.1883,0.1320,0.1250,0.0490,1.45,1009.37
60.639,0.3584,0.6601,0.6601,0.2653,0.1330,0.1720,0.1520,1.45,1009.37
60.659,0.2027,0.8140,0.8140,0.3041,0.1100,0.2000,0.2010,1.45,1009.37
60.679,0.0905,0.9361,0.9361,0.2437,0.1670,0.0600,0.1670,1.45,1009.37
60.699,0.0324,1.0183,1.0183,0.2069,-0.0950,0.0320,0.1810,1.45,1009.37
60.719,0.1085,1.0418,1.0418,0.4195,-0.3700,0.1310,0.1480,1.45,1009.37
60.739,0.3354,1.1374,1.1374,0.3201,-0.1680,0.2530,0.1010,1.45,1009.37
60.759,0.5201,1.2618,1.2618,0.4322,-0.0570,0.3350,0.2670,1.45,1009.37
60.779,0.5757,1.4179,1.4179,0.6178,-0.3000,0.3160,0.4380,1.45,1009.37
60.799,0.5596,1.4766,1.4766,0.9568,-0.6630,0.2040,0.6590,1.45,1009.37
60.819,0.5184,1.4446,1.4446,1.2905,-1.2130,0.1390,0.4180,1.45,1009.37
60.839,0.3810,1.2340,1.2340,0.4734,-0.3230,0.1010,0.3310,1.45,1009.37
60.859,0.3591,1.2943,1.2943,0.4588,0.3520,-0.0130,0.2940,1.45,1009.37
60.879,0.4103,1.3704,1.3704,0.2693,0.0560,-0.1960,0.1760,1.45,1009.37
60.899,0.3956,1.3322,1.3322,0.3957,-0.0910,-0.3850,-0.0070,1.45,1009.37
60.919,0.3193,1.2901,1.2901,0.5897,0.2630,-0.5130,-0.1240,1.45,1009.37
60.939,0.2575,1.2286,1.2286,0.8798,0.6010,-0.6220,-0.1610,1.45,1009.37
60.960,0.2251,1.1607,1.1607,0.8311,0.5110,-0.6510,-0.0760,1.57,1009.37
60.980,0.2348,0.9440,0.9440,0.5137,-0.0380,-0.4950,-0.1320,1.57,1009.37
61.000,0.3306,0.6837,0.6837,0.2687,0.0990,-0.2420,-0.0620,1.57,1009.37
