t,motionRel,baroRel,absAltRel,relAlt,absAlt,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
0.000,0.000,,,,,0.1166,0.9680,0.9680,0.2429,0.1120,0.1630,0.1410,,
0.020,0.020,,,,,0.0878,0.9280,0.9280,0.2268,-0.0010,-0.0690,0.2160,,
0.040,0.040,,,,,0.0928,0.9370,0.9370,0.3219,0.1140,-0.0020,0.3010,,
0.060,0.060,,,,,0.1474,0.9260,0.9260,0.4656,0.3310,0.0300,0.3260,,
0.080,0.080,,,,,0.1062,0.9300,0.9300,0.3661,0.2390,0.0430,0.2740,,
0.100,0.100,,,,,0.1041,0.9420,0.9420,0.2717,0.0470,-0.0980,0.2490,,
0.120,0.120,,,,,0.0786,0.9950,0.9950,0.4394,-0.0900,-0.3770,0.2070,,
0.140,0.140,,,,,0.1086,0.9130,0.9130,0.3790,-0.2220,-0.2680,0.1500,,
0.160,0.160,,,,,0.1816,0.8350,0.8350,0.2264,-0.0400,-0.0940,0.2020,,
0.180,0.180,,,,,0.1798,0.8360,0.8360,0.3199,0.1540,-0.1000,0.2620,,
0.200,0.200,,,,,0.1427,0.8690,0.8690,0.4733,0.1520,-0.3000,0.3330,,
0.220,0.220,,,,,0.0764,0.9550,0.9550,0.5562,0.1440,-0.4850,0.2310,,
0.240,0.240,,,,,0.0206,0.9960,0.9960,0.4783,0.0180,-0.3830,0.2860,,
0.260,0.260,,,,,0.0732,0.9680,0.9680,0.2614,-0.0050,-0.1740,0.1950,,
0.280,0.280,,,,,0.0806,0.9620,0.9620,0.1920,0.0340,-0.1200,0.1460,,
0.300,0.300,,,,,0.0697,0.9670,0.9670,0.2609,0.0450,-0.2470,0.0710,,
0.320,0.320,,,,,0.0686,1.0180,1.0180,0.2987,0.0040,-0.2980,0.0200,,
0.340,0.340,,,,,0.0577,1.0070,1.0070,0.2595,-0.1480,-0.1860,0.1040,,
0.360,0.360,,,,,0.0595,0.9850,0.9850,0.3630,-0.0880,-0.3490,0.0470,,
0.380,0.380,,,,,0.0883,0.9680,0.9680,0.4194,0.0130,-0.4140,-0.0660,,
0.400,0.400,,,,,0.1364,0.9120,0.9120,0.3372,0.1050,-0.2520,-0.1980,,
0.420,0.420,,,,,0.1299,0.9320,0.9320,0.1675,0.0020,0.0820,-0.1460,,
0.440,0.440,,,,,0.1240,0.9620,0.9620,0.2046,-0.0250,-0.0030,-0.2030,,
0.460,0.460,,,,,0.0696,0.9960,0.9960,0.4596,0.0590,-0.3680,-0.2690,,
0.480,0.480,,,,,0.0746,0.9470,0.9470,0.6445,0.2060,-0.5220,-0.3170,,
0.500,0.500,,,,,0.1375,0.8740,0.8740,0.6437,0.4840,-0.1950,-0.3770,,
0.520,0.520,,,,,0.1419,0.8840,0.8840,0.6775,0.5280,0.1140,-0.4090,,
0.540,0.540,,,,,0.0896,1.0210,1.0210,0.4507,0.1510,0.0370,-0.4230,,
0.560,0.560,,,,,0.1254,1.0780,1.0780,0.4828,0.0360,-0.2440,-0.4150,,
0.580,0.580,,,,,0.0774,1.0370,1.0370,0.5551,-0.0080,-0.3570,-0.4250,,
0.600,0.600,,,,,0.1100,0.8910,0.8910,0.3344,-0.0050,-0.1610,-0.2930,,
3.036,3.036,805137011.734,805137011.275,-0.13,10.492,1.0281,0.0130,0.0130,6.2766,3.7170,-3.1860,3.9280,,1011.312
3.041,3.041,805137011.734,805137011.275,-0.13,10.492,1.0297,0.0060,0.0060,6.2612,3.7180,-3.2010,3.8900,,1011.312
3.046,3.046,805137011.734,805137011.275,-0.13,10.492,1.0379,0.0070,-0.0070,6.2492,3.7210,-3.2200,3.8520,,1011.312
3.051,3.051,805137011.734,805137011.275,-0.13,10.492,1.0389,0.0120,-0.0120,6.2389,3.7240,-3.2430,3.8130,,1011.312
3.056,3.056,805137011.734,805137011.275,-0.13,10.492,1.0432,0.0210,-0.0210,7.9022,4.6810,-5.2100,3.6590,,1011.312
3.061,3.061,805137011.734,805137011.275,-0.13,10.492,1.0455,0.0410,-0.0410,9.3596,9.0600,0.0000,2.3490,,1011.312
3.066,3.066,805137011.734,805137011.275,-0.13,10.492,1.0574,0.0570,-0.0570,13.3690,-11.7520,5.2150,-3.6640,,1011.312
3.071,3.071,805137011.734,805137011.275,-0.13,10.492,1.0555,0.0550,-0.0550,12.9229,-7.0570,9.8500,-4.4920,,1011.312
3.076,3.076,805137011.734,805137011.275,-0.13,10.492,3.7231,2.4830,-2.4830,10.7780,-5.7010,8.4290,-3.5520,,1011.312
3.081,3.081,805137011.734,805137011.275,-0.13,10.492,3.7317,2.4770,-2.4770,7.9679,-4.3820,6.1600,-2.5180,,1011.312
3.086,3.086,805137011.734,805137011.275,-0.13,10.492,6.1103,4.4320,-4.4320,5.7928,-3.2440,4.4510,-1.7950,,1011.312
3.091,3.091,805137011.734,805137011.275,-0.13,10.492,6.1167,4.4270,-4.4270,4.5895,-1.8720,3.8540,-1.6450,,1011.312
3.096,3.096,805137011.734,805137011.275,-0.13,10.492,0.6456,1.3760,1.3760,3.9886,-0.0510,3.4940,-1.9230,,1011.312
3.101,3.101,805137011.734,805137011.275,-0.13,10.492,0.6418,1.3790,1.3790,4.9123,1.6480,3.9070,-2.4800,,1011.312
3.106,3.106,805137011.734,805137011.275,-0.13,10.492,0.2345,1.0890,1.0890,5.9942,2.8330,4.5230,-2.7290,,1011.312
3.111,3.111,805137011.734,805137011.275,-0.13,10.492,0.2525,1.0910,1.0910,7.1714,3.8320,5.1930,-3.1270,,1011.312
3.116,3.116,805137011.734,805137011.275,-0.13,10.492,0.5109,0.9720,0.9720,7.7054,4.5990,5.3120,-3.1630,,1011.312
3.121,3.121,805137011.734,805137011.275,-0.13,10.492,0.5354,0.9750,0.9750,7.9238,5.1360,5.2010,-3.0590,,1011.312
3.126,3.126,805137011.734,805137011.275,-0.13,10.492,0.6997,0.4300,0.4300,8.1407,5.4900,5.1420,-3.1130,,1011.312
3.131,3.131,805137011.734,805137011.275,-0.13,10.492,0.7120,0.4350,0.4350,8.0745,5.5420,4.9490,-3.1610,,1011.312
3.136,3.136,805137011.734,805137011.275,-0.13,10.492,0.8436,0.2590,0.2590,7.8276,5.3850,4.6850,-3.2130,,1011.312
3.141,3.141,805137011.734,805137011.275,-0.13,10.492,0.8496,0.2660,0.2660,7.4638,5.1350,4.3660,-3.2060,,1011.312
3.146,3.146,805137011.734,805137011.275,-0.13,10.492,1.0940,0.0050,0.0050,7.2043,4.8570,4.1990,-3.2680,,1011.312
3.151,3.151,805137011.734,805137011.275,-0.13,10.492,1.0953,0.0130,0.0130,6.9431,4.4950,4.0840,-3.3650,,1011.312
3.156,3.156,805137011.734,805137011.275,-0.13,10.492,1.2165,0.1160,-0.1160,6.5643,4.0200,3.9030,-3.4200,,1011.312
3.161,3.161,805137011.734,805137011.275,-0.13,10.492,1.2160,0.1070,-0.1070,6.1351,3.5450,3.6480,-3.4300,,1011.312
3.166,3.166,805137011.734,805137011.275,-0.13,10.492,1.2930,0.1820,-0.1820,5.7545,3.1440,3.4130,-3.4030,,1011.312
3.171,3.171,805137011.734,805137011.275,-0.13,10.492,1.2922,0.1740,-0.1740,5.4706,2.8600,3.2140,-3.3790,,1011.312
3.176,3.176,805137011.734,805137011.275,-0.13,10.492,1.2858,0.1840,-0.1840,5.2127,2.5740,3.0170,-3.3830,,1011.312
3.181,3.181,805137011.734,805137011.275,-0.13,10.492,1.2847,0.1770,-0.1770,4.9876,2.3670,2.7920,-3.3880,,1011.312
3.186,3.186,805137011.734,805137011.275,-0.13,10.492,1.2170,0.0950,-0.0950,4.7490,2.0780,2.5810,-3.4020,,1011.312
3.191,3.191,805137011.734,805137011.275,-0.13,10.492,1.2158,0.0880,-0.0880,4.5130,1.6500,2.4500,-3.4120,,1011.312
3.196,3.196,805137011.734,805137011.275,-0.13,10.492,1.2276,0.0970,-0.0970,4.3373,1.1900,2.4030,-3.4090,,1011.312
3.201,3.201,805137011.734,805137011.275,-0.13,10.492,1.2260,0.0900,-0.0900,4.2635,0.8230,2.4690,-3.3770,,1011.312
3.206,3.206,805137011.734,805137011.275,-0.13,10.492,1.2590,0.1310,-0.1310,4.2897,0.7010,2.5990,-3.3400,,1011.312
3.211,3.211,805137011.734,805137011.275,-0.13,10.492,1.2568,0.1230,-0.1230,4.3319,0.6460,2.7490,-3.2850,,1011.312
3.216,3.216,805137011.734,805137011.275,-0.13,10.492,1.1151,0.0340,0.0340,4.3643,0.5960,2.8840,-3.2210,,1011.312
3.221,3.221,805137011.734,805137011.275,-0.13,10.492,1.1139,0.0420,0.0420,4.4104,0.6190,3.0200,-3.1540,,1011.312
3.226,3.226,805137011.734,805137011.275,-0.13,10.492,0.9983,0.1800,0.1800,4.4889,0.6830,3.1690,-3.1050,,1011.312
3.231,3.231,805137011.734,805137011.275,-0.13,10.492,0.9973,0.1900,0.1900,4.5694,0.7780,3.3050,-3.0580,,1011.312
3.236,3.236,805137011.734,805137011.275,-0.13,10.492,0.9445,0.2660,0.2660,4.6517,0.9250,3.4230,-3.0110,,1011.312
3.241,3.241,805137011.734,805137011.275,-0.13,10.492,0.9447,0.2770,0.2770,4.7510,1.1380,3.5310,-2.9680,,1011.312
3.246,3.246,805137011.734,805137011.275,-0.13,10.492,0.9087,0.3450,0.3450,4.8620,1.3900,3.6240,-2.9280,,1011.312
3.251,3.251,805137011.734,805137011.275,-0.13,10.492,0.9098,0.3570,0.3570,4.9815,1.6570,3.7060,-2.8870,,1011.312
3.256,3.256,805137011.734,805137011.275,-0.13,10.492,0.8853,0.4130,0.4130,5.1058,1.9210,3.7750,-2.8510,,1011.312
3.261,3.261,805137011.734,805137011.275,-0.13,10.492,0.8879,0.4250,0.4250,5.2326,2.1880,3.8300,-2.8150,,1011.312
3.266,3.266,805137011.734,805137011.275,-0.13,10.492,0.8885,0.4470,0.4470,5.3494,2.4450,3.8620,-2.7790,,1011.312
3.271,3.271,805137011.734,805137011.275,-0.13,10.492,0.8908,0.4600,0.4600,5.4450,2.6770,3.8640,-2.7480,,1011.312
3.276,3.276,805137011.734,805137011.275,-0.13,10.492,0.9092,0.4560,0.4560,5.5148,2.8710,3.8420,-2.7220,,1011.312
3.281,3.281,805137011.734,805137011.275,-0.13,10.492,0.9114,0.4700,0.4700,5.5511,3.0150,3.8000,-2.6990,,1011.312
3.286,3.286,805137011.734,805137011.275,-0.13,10.492,0.9449,0.4380,0.4380,5.5541,3.1080,3.7410,-2.6820,,1011.312
3.291,3.291,805137011.734,805137011.275,-0.13,10.492,0.9464,0.4520,0.4520,5.5274,3.1520,3.6770,-2.6640,,1011.312
3.296,3.296,805137011.734,805137011.275,-0.13,10.492,0.9907,0.4030,0.4030,5.4760,3.1460,3.6170,-2.6470,,1011.312
3.301,3.301,805137011.734,805137011.275,-0.13,10.492,0.9917,0.4160,0.4160,5.4074,3.1000,3.5670,-2.6280,,1011.312
3.306,3.306,805137011.734,805137011.275,-0.13,10.492,1.0258,0.3750,0.3750,5.3299,3.0250,3.5300,-2.6070,,1011.312
3.311,3.311,805137011.734,805137011.275,-0.13,10.492,1.0259,0.3880,0.3880,5.2524,2.9330,3.5120,-2.5790,,1011.312
3.316,3.316,805137011.734,805137011.275,-0.13,10.492,1.0411,0.3680,0.3680,5.1791,2.8340,3.5100,-2.5440,,1011.312
3.321,3.321,805137011.734,805137011.275,-0.13,10.492,1.0406,0.3820,0.3820,5.1200,2.7410,3.5230,-2.5080,,1011.312
3.326,3.326,805137011.734,805137011.275,-0.13,10.492,1.0386,0.3880,0.3880,5.0750,2.6660,3.5450,-2.4660,,1011.312
3.331,3.331,805137011.734,805137011.275,-0.13,10.492,1.0377,0.4020,0.4020,5.0496,2.6120,3.5770,-2.4250,,1011.312
3.336,3.336,805137011.734,805137011.275,-0.13,10.492,1.0193,0.4390,0.4390,5.0381,2.5840,3.6080,-2.3850,,1011.312
3.341,3.341,805137011.734,805137011.275,-0.13,10.492,1.0187,0.4540,0.4540,5.0431,2.5830,3.6410,-2.3460,,1011.312
3.346,3.346,805137011.734,805137011.275,-0.13,10.492,0.9997,0.5040,0.5040,5.0589,2.6040,3.6740,-2.3050,,1011.312
3.351,3.351,805137011.734,805137011.275,-0.13,10.492,0.9989,0.5200,0.5200,5.0876,2.6420,3.7130,-2.2620,,1011.312
3.356,3.356,805137011.734,805137011.275,-0.13,10.492,0.9835,0.5670,0.5670,5.1266,2.6990,3.7520,-2.2180,,1011.312
3.361,3.361,805137011.734,805137011.275,-0.13,10.492,0.9838,0.5830,0.5830,5.1748,2.7700,3.7920,-2.1740,,1011.312
3.366,3.366,805137011.734,805137011.275,-0.13,10.492,0.9734,0.6220,0.6220,5.2242,2.8500,3.8270,-2.1270,,1011.312
3.371,3.371,805137011.734,805137011.275,-0.13,10.492,0.9739,0.6380,0.6380,5.2690,2.9320,3.8490,-2.0860,,1011.312
3.376,3.376,805137011.734,805137011.275,-0.13,10.492,0.9746,0.6620,0.6620,5.3048,3.0060,3.8630,-2.0450,,1011.312
3.381,3.381,805137011.734,805137011.275,-0.13,10.492,0.9746,0.6790,0.6790,5.3284,3.0720,3.8650,-2.0040,,1011.312
3.386,3.386,805137011.734,805137011.275,-0.13,10.492,0.9803,0.6880,0.6880,5.3430,3.1240,3.8610,-1.9700,,1011.312
3.391,3.391,805137011.734,805137011.275,-0.13,10.492,0.9818,0.7050,0.7050,5.3523,3.1610,3.8640,-1.9300,,1011.312
3.396,3.396,805137011.734,805137011.275,-0.13,10.492,0.9901,0.7030,0.7030,5.3539,3.1810,3.8690,-1.8910,,1011.312
3.401,3.401,805137011.734,805137011.275,-0.13,10.492,0.9901,0.7200,0.7200,5.3492,3.1850,3.8800,-1.8480,,1011.312
3.406,3.406,805137011.734,805137011.275,-0.13,10.492,0.9949,0.7200,0.7200,5.3511,3.1830,3.9040,-1.8060,,1011.312
3.411,3.411,805137011.734,805137011.275,-0.13,10.492,0.9950,0.7380,0.7380,5.3486,3.1750,3.9280,-1.7600,,1011.312
3.416,3.416,805137011.734,805137011.275,-0.13,10.492,0.9946,0.7440,0.7440,5.3521,3.1650,3.9610,-1.7140,,1011.312
3.421,3.421,805137011.734,805137011.275,-0.13,10.492,0.9942,0.7620,0.7620,5.3600,3.1590,3.9960,-1.6680,,1011.312
3.426,3.426,805137011.734,805137011.275,-0.13,10.492,0.9928,0.7810,0.7810,5.3747,3.1500,4.0420,-1.6210,,1011.312
3.431,3.431,805137011.734,805137011.275,-0.13,10.492,0.9919,0.8000,0.8000,5.3955,3.1510,4.0860,-1.5770,,1011.312
3.436,3.436,805137011.734,805137011.275,-0.13,10.492,0.9909,0.8270,0.8270,5.4142,3.1580,4.1260,-1.5220,,1011.312
3.441,3.441,805137011.734,805137011.275,-0.13,10.492,0.9911,0.8450,0.8450,5.4366,3.1590,4.1740,-1.4680,,1011.312
3.446,3.446,805137011.734,805137011.275,-0.13,10.492,0.9881,0.8740,0.8740,5.4667,3.1570,4.2320,-1.4170,,1011.312
3.451,3.451,805137011.734,805137011.275,-0.13,10.492,0.9882,0.8930,0.8930,5.4963,3.1400,4.2970,-1.3730,,1011.312
3.456,3.456,805137011.734,805137011.275,-0.13,10.492,0.9882,0.9150,0.9150,5.5020,3.1200,4.3350,-1.3210,,1011.312
3.461,3.461,805137011.734,805137011.275,-0.13,10.492,0.9881,0.9350,0.9350,5.5183,3.0930,4.3900,-1.2700,,1011.312
3.466,3.466,805137011.734,805137011.275,-0.13,10.492,0.9910,0.9460,0.9460,5.5511,3.0690,4.4590,-1.2300,,1011.312
3.471,3.471,805137011.734,805137011.275,-0.13,10.492,0.9916,0.9660,0.9660,5.5562,3.0660,4.4820,-1.1760,,1011.312
3.476,3.476,805137011.734,805137011.275,-0.13,10.492,0.9915,0.9770,0.9770,5.5620,3.0700,4.4990,-1.1270,,1011.312
3.481,3.481,805137011.734,805137011.275,-0.13,10.492,0.9918,0.9970,0.9970,5.5662,3.0190,4.5480,-1.0880,,1011.312
3.486,3.486,805137011.734,805137011.275,-0.13,10.492,0.9888,1.0170,1.0170,5.5395,2.9110,4.5950,-1.0480,,1011.312
3.491,3.491,805137011.734,805137011.275,-0.13,10.492,0.9890,1.0380,1.0380,5.5256,2.7850,4.6650,-1.0070,,1011.312
3.496,3.496,805137011.734,805137011.275,-0.13,10.492,0.9937,1.0110,1.0110,5.5476,2.6680,4.7680,-0.9610,,1011.312
3.501,3.501,805137011.734,805137011.275,-0.13,10.492,0.9928,1.0330,1.0330,5.5905,2.5760,4.8780,-0.9070,,1011.312
3.506,3.506,805137011.734,805137011.275,-0.13,10.492,0.9862,1.0370,1.0370,5.6301,2.4900,4.9780,-0.8470,,1011.312
3.511,3.511,805137011.734,805137011.275,-0.13,10.492,0.9851,1.0590,1.0590,5.6598,2.3680,5.0770,-0.8060,,1011.312
3.516,3.516,805137011.734,805137011.275,-0.13,10.492,0.9810,1.0940,1.0940,5.6590,2.2100,5.1510,-0.7790,,1011.312
3.521,3.521,805137011.734,805137011.275,-0.13,10.492,0.9793,1.1170,1.1170,5.6540,2.0300,5.2220,-0.7600,,1011.312
3.526,3.526,805137011.734,805137011.275,-0.13,10.492,0.9864,1.0930,1.0930,5.6391,1.8400,5.2790,-0.7390,,1011.312
3.531,3.531,805137011.734,805137011.275,-0.13,10.492,0.9838,1.1170,1.1170,5.6634,1.6620,5.3660,-0.7200,,1011.312
3.536,3.536,805137011.734,805137012.277,-0.13,9.439,0.9825,1.0970,1.0970,5.7025,1.4880,5.4600,-0.7020,,1011.312
3.541,3.541,805137011.734,805137012.611,-0.13,9.217,0.9793,1.1220,1.1220,5.7500,1.3310,5.5530,-0.6750,,1011.312
3.546,3.546,805137011.734,805137012.611,-0.13,9.217,0.9724,1.1390,1.1390,5.7993,1.1910,5.6390,-0.6440,,1011.312
3.551,3.551,805137011.734,805137012.611,-0.13,9.217,0.9685,1.1640,1.1640,5.8571,1.0380,5.7300,-0.6290,,1011.312
3.556,3.556,805137011.734,805137012.611,-0.13,9.217,0.9591,1.1920,1.1920,5.9326,0.8690,5.8360,-0.6180,,1011.312
3.561,3.561,805137011.734,805137012.611,-0.13,9.217,0.9548,1.2170,1.2170,5.9919,0.6790,5.9220,-0.6100,,1011.312
3.566,3.566,805137011.734,805137012.611,-0.13,9.217,0.9554,1.2310,1.2310,6.0351,0.4760,5.9850,-0.6130,,1011.312
3.571,3.571,805137011.734,805137012.611,-0.13,9.217,0.9505,1.2570,1.2570,6.0757,0.2720,6.0380,-0.6190,,1011.312
3.576,3.576,805137011.734,805137012.611,-0.13,9.217,0.9415,1.2460,1.2460,6.1119,0.0700,6.0790,-0.6290,,1011.312
3.581,3.581,805137011.734,805137012.611,-0.13,9.217,0.9366,1.2730,1.2730,6.1548,-0.1340,6.1190,-0.6490,,1011.312
3.586,3.586,805137011.734,805137012.611,-0.13,9.217,0.9251,1.2710,1.2710,6.1984,-0.3280,6.1530,-0.6730,,1011.312
3.591,3.591,805137011.734,805137012.611,-0.13,9.217,0.9190,1.2970,1.2970,6.2059,-0.5210,6.1440,-0.7020,,1011.312
3.596,3.596,805137011.734,805137012.611,-0.13,9.217,0.9076,1.3010,1.3010,5.1322,2.2140,4.4040,-1.4290,,1011.312
3.601,3.601,805137011.734,805137012.611,-0.13,9.217,0.9295,1.2120,1.2120,46.3719,32.7670,-26.5270,-19.3130,,1011.312
3.606,3.606,805137011.734,805137012.611,-0.13,9.217,1.5037,2.4000,2.4000,44.7592,32.7670,24.0330,-18.7650,,1011.312
3.611,3.611,805137011.734,805137012.611,-0.13,9.217,1.4690,2.3940,2.3940,36.9511,28.7480,21.6520,-8.3740,,1011.312
3.616,3.616,805137011.734,805137012.611,-0.13,9.217,24.1550,8.9510,-8.9510,33.6344,25.9820,21.2120,-2.5020,,1011.312
3.621,3.621,805137011.734,805137012.611,-0.13,9.217,24.1652,8.9670,-8.9670,30.5566,20.5140,22.6040,1.3940,,1011.312
3.626,3.626,805137011.734,805137012.611,-0.13,9.217,7.9122,3.6280,-3.6280,32.7803,20.0400,25.4710,4.9170,,1011.312
3.631,3.631,805137011.734,805137012.611,-0.13,9.217,7.9189,3.6560,-3.6560,43.2710,30.7670,20.5600,22.4290,,1011.312
3.636,3.636,805137011.734,805137012.611,-0.13,9.217,2.2024,3.1990,3.1990,31.1234,23.0430,-1.4300,20.8720,,1011.312
3.641,3.641,805137011.734,805137012.611,-0.13,9.217,2.1752,3.1710,3.1710,13.1741,-6.0820,2.1050,11.4950,,1011.312
3.646,3.646,805137011.734,805137012.611,-0.13,9.217,15.5031,7.2070,7.2070,16.5199,-13.9880,4.8370,7.3380,,1011.312
3.651,3.651,805137011.734,805137012.611,-0.13,9.217,15.5359,7.2670,7.2670,17.7514,-15.1300,3.2280,8.7050,,1011.312
3.656,3.656,805137011.734,805137012.611,-0.13,9.217,5.3947,4.2360,-4.2360,18.9073,-16.2930,2.7510,9.1900,,1011.312
3.661,3.661,805137011.734,805137012.611,-0.13,9.217,5.3297,4.1860,-4.1860,19.5714,-17.1130,1.7170,9.3400,,1011.312
3.666,3.666,805137011.734,805137012.611,-0.13,9.217,1.3749,1.9370,1.9370,19.5032,-17.0610,0.3840,9.4420,,1011.312
3.671,3.671,805137011.734,805137012.611,-0.13,9.217,1.3665,1.9640,1.9640,19.8323,-17.2970,-1.2610,9.6200,,1011.312
3.676,3.676,805137011.734,805137012.611,-0.13,9.217,0.9078,1.3590,1.3590,20.6247,-17.6370,-3.1410,10.2200,,1011.312
3.681,3.681,805137011.734,805137012.611,-0.13,9.217,0.9720,1.3570,1.3570,21.6059,-17.8130,-5.4010,10.9700,,1011.312
3.686,3.686,805137011.734,805137012.611,-0.13,9.217,1.0962,1.2600,1.2600,22.7942,-17.5580,-8.0670,12.0920,,1011.312
3.691,3.691,805137011.734,805137012.611,-0.13,9.217,1.1565,1.2160,1.2160,23.8597,-16.7640,-10.9560,12.9700,,1011.312
3.696,3.696,805137011.734,805137012.611,-0.13,9.217,1.3518,1.2350,1.2350,23.0946,-16.8940,-8.5980,13.1920,,1011.312
3.701,3.701,805137011.734,805137012.611,-0.13,9.217,1.4112,1.2000,1.2000,22.1628,-18.4070,0.5630,12.3310,,1011.312
3.706,3.706,805137011.734,805137012.611,-0.13,9.217,2.3935,0.2930,0.2930,20.1688,-16.8860,2.8670,10.6500,,1011.312
3.711,3.711,805137011.734,805137012.611,-0.13,9.217,2.4242,0.2690,0.2690,17.0766,-14.6670,-1.3050,8.6480,,1011.312
3.716,3.716,805137011.734,805137012.611,-0.13,9.217,5.2518,2.8590,-2.8590,15.7146,-13.1470,-4.8430,7.1170,,1011.312
3.721,3.721,805137011.734,805137012.611,-0.13,9.217,5.2877,2.9120,-2.9120,15.0477,-11.9810,-6.5360,6.3380,,1011.312
3.726,3.726,805137011.734,805137012.611,-0.13,9.217,2.9403,0.9580,-0.9580,13.0688,-9.3540,-6.9240,5.9460,,1011.312
3.731,3.731,805137011.734,805137012.611,-0.13,9.217,2.9618,1.0090,-1.0090,11.8043,-7.6160,-6.8530,5.8630,,1011.312
3.736,3.736,805137011.734,805137012.611,-0.13,9.217,1.4612,1.7820,1.7820,11.0249,-1.9990,-8.2940,6.9830,,1011.312
3.741,3.741,805137011.734,805137012.611,-0.13,9.217,1.4344,1.7490,1.7490,17.0213,8.2640,-12.2520,8.4450,,1011.312
3.746,3.746,805137011.734,805137012.611,-0.13,9.217,2.8255,3.6470,3.6470,22.3984,15.4510,-13.6340,8.7790,,1011.312
3.751,3.751,805137011.734,805137012.611,-0.13,9.217,2.8381,3.6510,3.6510,22.2523,17.1110,-11.7450,8.0270,,1011.312
3.756,3.756,805137011.734,805137012.611,-0.13,9.217,5.5841,6.3930,6.3930,18.7614,15.5190,-7.6750,7.2280,,1011.312
3.761,3.761,805137011.734,805137012.611,-0.13,9.217,5.6231,6.4250,6.4250,14.5056,12.6360,-1.9720,6.8450,,1011.312
3.766,3.766,805137011.734,805137012.611,-0.13,9.217,1.2425,1.1420,1.1420,11.6376,8.8020,3.6700,6.6700,,1011.312
3.771,3.771,805137011.734,805137012.611,-0.13,9.217,1.2496,1.1860,1.1860,11.0677,5.1390,7.4350,6.3880,,1011.312
3.776,3.776,805137011.734,805137012.611,-0.13,9.217,1.7073,0.5410,-0.5410,10.5913,2.6280,8.5250,5.7090,,1011.312
3.781,3.781,805137011.734,805137012.611,-0.13,9.217,1.6731,0.5100,-0.5100,8.7003,1.0970,7.1910,4.7730,,1011.312
3.786,3.786,805137011.734,805137012.611,-0.13,9.217,0.9895,0.2220,0.2220,6.1375,0.1720,4.7880,3.8360,,1011.312
3.791,3.791,805137011.734,805137012.611,-0.13,9.217,0.9731,0.2320,0.2320,4.2867,-0.3050,2.8040,3.2280,,1011.312
3.796,3.796,805137011.734,805137012.611,-0.13,9.217,0.8228,1.4800,1.4800,3.7166,-0.7540,2.1060,2.9680,,1011.312
3.801,3.801,805137011.734,805137012.611,-0.13,9.217,0.8215,1.4820,1.4820,4.1314,-1.3920,2.6740,2.8250,,1011.312
3.806,3.806,805137011.734,805137012.611,-0.13,9.217,0.9185,1.7750,1.7750,4.9128,-2.0410,3.7320,2.4580,,1011.312
3.811,3.811,805137011.734,805137012.611,-0.13,9.217,0.9261,1.7770,1.7770,5.7739,-2.3580,5.0290,1.5770,,1011.312
3.816,3.816,805137011.734,805137012.611,-0.13,9.217,0.5732,1.5300,1.5300,6.9161,-3.1170,6.1540,0.4950,,1011.312
3.821,3.821,805137011.734,805137012.611,-0.13,9.217,0.5753,1.5300,1.5300,8.2112,-4.6280,6.7660,-0.4760,,1011.312
3.826,3.826,805137011.734,805137012.611,-0.13,9.217,0.8570,1.4730,1.4730,9.6431,-6.7440,6.7670,-1.3100,,1011.312
3.831,3.831,805137011.734,805137012.611,-0.13,9.217,0.8478,1.4550,1.4550,11.1932,-8.8010,6.6350,-1.9510,,1011.312
3.836,3.836,805137011.734,805137012.611,-0.13,9.217,0.7034,0.6240,0.6240,12.1767,-9.7890,6.9590,-2.0050,,1011.312
3.841,3.841,805137011.734,805137012.611,-0.13,9.217,0.7168,0.6000,0.6000,12.1055,-9.3480,7.6470,-0.8260,,1011.312
3.846,3.846,805137011.734,805137012.611,-0.13,9.217,0.2916,0.9090,0.9090,12.2472,-8.5020,8.7270,1.2450,,1011.312
3.851,3.851,805137011.734,805137012.611,-0.13,9.217,0.2971,0.8960,0.8960,12.9287,-7.6330,10.1370,2.4760,,1011.312
3.856,3.856,805137011.734,805137012.611,-0.13,9.217,1.7032,2.2880,2.2880,13.1537,-6.3460,11.3030,2.2340,,1011.312
3.861,3.861,805137011.734,805137012.611,-0.13,9.217,1.7179,2.2930,2.2930,11.0423,-2.1700,10.7170,1.5390,,1011.312
3.866,3.866,805137011.734,805137012.611,-0.13,9.217,1.3718,2.2180,2.2180,9.3703,5.6540,7.4490,0.5900,,1011.312
3.871,3.871,805137011.734,805137012.611,-0.13,9.217,1.4052,2.2550,2.2550,6.5090,6.1540,2.0000,0.7040,,1011.312
3.876,3.876,805137011.734,805137012.611,-0.13,9.217,3.1801,2.7500,2.7500,3.9004,3.4110,-1.5080,1.1420,,1011.312
3.881,3.881,805137011.734,805137012.611,-0.13,9.217,3.1841,2.7570,2.7570,3.4744,1.5720,-2.4810,1.8560,,1011.312
3.886,3.886,805137011.734,805137012.611,-0.13,9.217,5.8057,0.2650,0.2650,3.3129,1.1340,-2.1170,2.2820,,1011.312
3.891,3.891,805137011.734,805137012.611,-0.13,9.217,5.8046,0.2660,0.2660,3.1661,1.1580,-1.9480,2.2110,,1011.312
3.896,3.896,805137011.734,805137012.611,-0.13,9.217,2.3363,0.1640,0.1640,3.5970,1.4370,-2.6140,2.0100,,1011.312
