t,motionRel,baroRel,absAltRel,relAlt,absAlt,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
0.000,0.000,,,,,0.0396,1.0060,1.0060,0.9312,-0.0730,-0.1570,0.9150,,
0.020,0.020,,,,,0.1192,1.0070,1.0070,0.9962,-0.0100,-0.2800,0.9560,,
0.040,0.040,,,,,0.0548,1.0370,1.0370,0.8683,0.0210,-0.2190,0.8400,,
0.060,0.060,,804903761.138,,12.286,0.0316,0.9990,0.9990,0.8368,-0.0690,-0.2250,0.8030,,
0.080,0.080,,804903761.138,,12.286,0.0604,1.0020,1.0020,0.8945,-0.0320,-0.3270,0.8320,,
0.100,0.100,,804903761.138,,12.286,0.0784,1.0120,1.0120,0.8929,-0.0410,-0.3440,0.8230,,
0.120,0.120,,804903761.138,,12.286,0.0309,1.0180,1.0180,0.8224,-0.0840,-0.2900,0.7650,,
0.140,0.140,,804903761.138,,12.286,0.0584,1.0440,1.0440,0.8525,-0.0420,-0.3100,0.7930,,
0.160,0.160,,804903761.138,,12.286,0.0889,1.0500,1.0500,0.8436,-0.0850,-0.3100,0.7800,,
0.180,0.180,,804903761.138,,12.286,0.0505,1.0310,1.0310,0.7936,-0.0330,-0.2950,0.7360,,
0.200,0.200,,804903761.138,,12.286,0.0711,1.0480,1.0480,0.7561,-0.0280,-0.2870,0.6990,,
0.220,0.220,,804903761.138,,12.286,0.0961,1.0850,1.0850,0.7444,-0.0030,-0.2420,0.7040,,
0.240,0.240,,804903761.138,,12.286,0.1154,1.1060,1.1060,0.8791,0.1160,-0.3030,0.8170,,
0.260,0.260,,804903761.138,,12.286,0.0838,1.0450,1.0450,0.9556,0.0980,-0.3030,0.9010,,
0.280,0.280,,804903761.138,,12.286,0.0350,0.9940,0.9940,0.9050,-0.0580,-0.2030,0.8800,,
0.300,0.300,,804903761.138,,12.286,0.0881,1.0090,1.0090,0.8839,-0.1790,-0.1530,0.8520,,
0.320,0.320,,804903761.138,,12.286,0.0860,1.0000,1.0000,0.9056,-0.1320,-0.2180,0.8690,,
0.340,0.340,,804903761.138,,12.286,0.0589,0.9650,0.9650,0.8227,-0.0840,-0.2570,0.7770,,
0.360,0.360,,804903761.138,,12.286,0.1148,0.9170,0.9170,0.7448,-0.0980,-0.2730,0.6860,,
0.380,0.380,,804903761.138,,12.286,0.1630,0.8860,0.8860,0.5153,-0.2330,-0.1540,0.4330,,
0.400,0.400,,804903761.138,,12.286,0.1690,0.9040,0.9040,0.3996,-0.1540,-0.0840,0.3590,,
0.420,0.420,,804903761.138,,12.286,0.1948,0.9900,0.9900,0.2208,-0.1430,0.1080,0.1290,,
0.440,0.440,,804903761.473,,12.296,0.2006,1.0830,1.0830,0.3432,-0.2140,0.2400,-0.1200,,
0.460,0.460,,804903761.473,,12.296,0.1959,1.1360,1.1360,0.4539,-0.3100,0.1980,-0.2660,,
0.786,0.786,,804903762.476,,12.317,0.1981,1.1100,1.1100,2.0343,-0.0670,-0.0290,-2.0330,,
0.791,0.791,,804903762.476,,12.317,0.1978,1.1100,1.1100,2.0644,-0.0130,-0.0410,-2.0640,,
0.796,0.796,,804903762.476,,12.317,0.1946,1.0880,1.0880,2.0841,0.0460,-0.0480,-2.0830,,
0.801,0.801,,804903762.476,,12.317,0.1943,1.0880,1.0880,2.1095,0.1080,-0.0540,-2.1060,,
0.806,0.806,,804903762.476,,12.317,0.1844,1.0660,1.0660,2.1434,0.1570,-0.0540,-2.1370,,
0.811,0.811,,804903762.476,,12.317,0.1857,1.0660,1.0660,2.1865,0.1860,-0.0500,-2.1780,,
0.816,0.816,,804903762.476,,12.317,0.1693,1.0480,1.0480,2.2373,0.1900,-0.0340,-2.2290,,
0.821,0.821,,804903762.476,,12.317,0.1690,1.0480,1.0480,2.3012,0.1940,-0.0110,-2.2930,,
0.826,0.826,,804903762.476,,12.317,0.1509,1.0560,1.0560,2.3619,0.1810,0.0030,-2.3550,,
0.831,0.831,,804903762.476,,12.317,0.1498,1.0560,1.0560,2.4048,0.1150,-0.0010,-2.4020,,
0.836,0.836,,804903762.476,,12.317,0.1494,1.1000,1.1000,2.4374,0.0430,0.0010,-2.4370,,
0.841,0.841,,804903762.476,,12.317,0.1481,1.1000,1.1000,2.4552,-0.0280,0.0000,-2.4550,,
0.846,0.846,,804903762.476,,12.317,0.1569,1.1490,1.1490,2.4699,-0.1190,-0.0140,-2.4670,,
0.851,0.851,,804903762.476,,12.317,0.1569,1.1500,1.1500,2.4850,-0.2190,-0.0410,-2.4750,,
0.856,0.856,,804903762.476,,12.317,0.1881,1.1850,1.1850,2.5005,-0.3100,-0.0790,-2.4800,,
0.861,0.861,,804903762.476,,12.317,0.1899,1.1860,1.1860,2.5124,-0.3900,-0.1200,-2.4790,,
0.866,0.866,,804903762.476,,12.317,0.2225,1.2030,1.2030,2.5084,-0.4500,-0.1530,-2.4630,,
0.871,0.871,,804903762.476,,12.317,0.2241,1.2030,1.2030,2.4824,-0.4900,-0.1780,-2.4270,,
0.876,0.876,,804903762.476,,12.317,0.2392,1.2200,1.2200,2.4287,-0.5010,-0.2010,-2.3680,,
0.881,0.881,,804903762.476,,12.317,0.2420,1.2210,1.2210,2.3619,-0.4750,-0.2220,-2.3030,,
0.886,0.886,,804903762.476,,12.317,0.2302,1.2240,1.2240,2.2930,-0.4180,-0.2380,-2.2420,,
0.891,0.891,,804903762.476,,12.317,0.2312,1.2240,1.2240,2.2342,-0.3280,-0.2480,-2.1960,,
0.896,0.896,,804903762.476,,12.317,0.2141,1.2140,1.2140,2.1846,-0.2100,-0.2590,-2.1590,,
0.901,0.901,,804903762.476,,12.317,0.2141,1.2140,1.2140,2.1456,-0.0740,-0.2720,-2.1270,,
0.906,0.906,,804903762.476,,12.317,0.1832,1.1760,1.1760,2.1129,0.0610,-0.2830,-2.0930,,
0.911,0.911,,804903762.476,,12.317,0.1824,1.1760,1.1760,2.0875,0.1610,-0.2900,-2.0610,,
0.916,0.916,,804903762.476,,12.317,0.1564,1.1370,1.1370,2.0612,0.2150,-0.3060,-2.0270,,
0.921,0.921,,804903762.476,,12.317,0.1547,1.1370,1.1370,2.0271,0.2000,-0.3240,-1.9910,,
0.926,0.926,,804903762.476,,12.317,0.1245,1.0880,1.0880,1.9856,0.1460,-0.3330,-1.9520,,
0.931,0.931,,804903762.476,,12.317,0.1219,1.0880,1.0880,1.9398,0.0760,-0.3360,-1.9090,,
0.936,0.936,,804903762.476,,12.317,0.1093,1.0460,1.0460,1.8932,-0.0100,-0.3420,-1.8620,,
0.941,0.941,,804903762.476,,12.317,0.1062,1.0470,1.0470,1.8510,-0.1200,-0.3480,-1.8140,,
0.946,0.946,,804903762.476,,12.317,0.1158,1.0320,1.0320,1.8153,-0.2440,-0.3570,-1.7630,,
0.951,0.951,,804903762.476,,12.317,0.1122,1.0320,1.0320,1.7967,-0.3740,-0.3650,-1.7190,,
0.956,0.956,,804903762.476,,12.317,0.1376,1.0470,1.0470,1.7833,-0.4780,-0.3640,-1.6790,,
0.961,0.961,,804903762.476,,12.317,0.1358,1.0480,1.0480,1.7700,-0.5500,-0.3620,-1.6430,,
0.966,0.966,,804903762.476,,12.317,0.2218,1.1120,1.1120,1.7688,-0.6340,-0.3670,-1.6100,,
0.971,0.971,,804903762.476,,12.317,0.2223,1.1130,1.1130,1.7860,-0.7290,-0.3780,-1.5860,,
0.976,0.976,,804903762.476,,12.317,0.3063,1.1370,1.1370,1.8053,-0.8130,-0.3900,-1.5640,,
0.981,0.981,,804903762.476,,12.317,0.3093,1.1390,1.1390,1.8119,-0.8730,-0.4020,-1.5360,,
0.986,0.986,,804903762.476,,12.317,0.3155,1.1170,1.1170,1.7866,-0.8960,-0.4110,-1.4900,,
0.991,0.991,,804903762.476,,12.317,0.3197,1.1180,1.1180,1.7218,-0.8680,-0.4250,-1.4250,,
0.996,0.996,,804903762.476,,12.317,0.2457,1.1070,1.1070,1.6276,-0.7940,-0.4460,-1.3490,,
1.001,1.001,,804903762.476,,12.317,0.2492,1.1080,1.1080,1.5187,-0.6840,-0.4670,-1.2730,,
1.006,1.006,,804903762.476,,12.317,0.1862,1.1110,1.1110,1.4258,-0.5630,-0.4820,-1.2180,,
1.011,1.011,,804903762.476,,12.317,0.1890,1.1120,1.1120,1.3644,-0.4440,-0.5100,-1.1850,,
1.016,1.016,,804903762.476,,12.317,0.1520,1.0790,1.0790,1.3393,-0.3690,-0.5460,-1.1660,,
1.021,1.021,,804903762.476,,12.317,0.1538,1.0800,1.0800,1.3292,-0.3680,-0.5660,-1.1450,,
1.026,1.026,,804903762.476,,12.317,0.1691,1.0260,1.0260,1.3169,-0.4160,-0.5600,-1.1170,,
1.031,1.031,,804903762.476,,12.317,0.1714,1.0270,1.0270,1.2928,-0.4790,-0.5410,-1.0720,,
1.036,1.036,,804903762.476,,12.317,0.2111,0.9540,0.9540,1.2657,-0.5510,-0.5060,-1.0210,,
1.041,1.041,,804903762.476,,12.317,0.2128,0.9550,0.9550,1.2461,-0.6210,-0.4590,-0.9780,,
1.046,1.046,,804903762.476,,12.317,0.2027,0.9480,0.9480,1.2357,-0.6770,-0.3910,-0.9570,,
1.051,1.051,,804903762.476,,12.317,0.2034,0.9500,0.9500,1.2355,-0.7080,-0.3220,-0.9600,,
1.056,1.056,,804903762.476,,12.317,0.1501,0.9640,0.9640,1.2341,-0.7160,-0.2670,-0.9690,,
1.061,1.061,,804903762.476,,12.317,0.1503,0.9650,0.9650,1.2140,-0.7000,-0.2070,-0.9700,,
1.066,1.066,,804903762.476,,12.317,0.1236,0.9620,0.9620,1.1698,-0.6580,-0.1470,-0.9560,,
1.071,1.071,,804903762.476,,12.317,0.1225,0.9630,0.9630,1.1141,-0.6200,-0.1020,-0.9200,,
1.076,1.076,,804903762.476,,12.317,0.1085,0.9260,0.9260,1.0646,-0.5960,-0.0620,-0.8800,,
1.081,1.081,,804903762.476,,12.317,0.1072,0.9270,0.9270,1.0422,-0.5870,-0.0180,-0.8610,,
1.086,1.086,,804903762.476,,12.317,0.1273,0.8780,0.8780,1.0418,-0.5870,0.0330,-0.8600,,
1.091,1.091,,804903762.476,,12.317,0.1273,0.8780,0.8780,1.0405,-0.5720,0.0740,-0.8660,,
1.096,1.096,,804903762.476,,12.317,0.1623,0.8380,0.8380,1.0120,-0.5260,0.0980,-0.8590,,
1.101,1.101,,804903762.476,,12.317,0.1614,0.8390,0.8390,0.9953,-0.5040,0.1110,-0.8510,,
1.106,1.106,,804903762.476,,12.317,0.1795,0.8230,0.8230,0.9884,-0.5010,0.1240,-0.8430,,
1.111,1.111,,804903762.476,,12.317,0.1795,0.8230,0.8230,0.9772,-0.4880,0.1340,-0.8360,,
1.117,1.116,,804903762.476,,12.317,0.2282,0.7810,0.7810,0.9576,-0.4610,0.1310,-0.8290,,
1.122,1.121,,804903762.476,,12.317,0.2276,0.7820,0.7820,0.9353,-0.4300,0.1260,-0.8210,,
1.127,1.126,,804903762.476,,12.317,0.2212,0.8010,0.8010,0.9180,-0.4090,0.1330,-0.8110,,
1.132,1.131,,804903762.476,,12.317,0.2216,0.8010,0.8010,0.9114,-0.4090,0.1530,-0.8000,,
1.137,1.137,,804903762.476,,12.317,0.2152,0.8560,0.8560,0.9236,-0.4390,0.1730,-0.7940,,
1.142,1.142,,804903762.476,,12.317,0.2155,0.8570,0.8570,0.9413,-0.4910,0.1830,-0.7820,,
1.147,1.147,,804903762.476,,12.317,0.2654,0.8660,0.8660,0.9590,-0.5430,0.1910,-0.7670,,
1.152,1.152,,804903762.476,,12.317,0.2667,0.8660,0.8660,0.9617,-0.5760,0.1950,-0.7450,,
1.157,1.157,,804903762.476,,12.317,0.2916,0.8750,0.8750,0.9316,-0.5820,0.1870,-0.7030,,
1.162,1.162,,804903762.476,,12.317,0.2930,0.8760,0.8760,0.8691,-0.5600,0.1680,-0.6430,,
1.167,1.167,,804903762.476,,12.317,0.2965,0.8890,0.8890,0.7745,-0.5100,0.1390,-0.5660,,
1.172,1.172,,804903762.476,,12.317,0.2965,0.8900,0.8900,0.6949,-0.4680,0.0940,-0.5050,,
1.177,1.177,,804903762.476,,12.317,0.3148,0.9110,0.9110,0.6555,-0.4510,0.0500,-0.4730,,
1.182,1.182,,804903762.476,,12.317,0.3161,0.9120,0.9120,0.6451,-0.4450,0.0070,-0.4670,,
1.187,1.187,,804903762.476,,12.317,0.3144,0.8970,0.8970,0.6490,-0.4500,-0.0250,-0.4670,,
1.192,1.192,,804903762.476,,12.317,0.3157,0.8980,0.8980,0.6647,-0.4670,-0.0300,-0.4720,,
1.197,1.197,,804903762.476,,12.317,0.2785,0.8760,0.8760,0.6811,-0.4880,-0.0120,-0.4750,,
1.202,1.202,,804903762.476,,12.317,0.2802,0.8760,0.8760,0.6856,-0.4910,0.0230,-0.4780,,
1.207,1.207,,804903762.476,,12.317,0.2288,0.8530,0.8530,0.6777,-0.4750,0.0780,-0.4770,,
1.212,1.212,,804903762.476,,12.317,0.2298,0.8530,0.8530,0.6522,-0.4380,0.1240,-0.4670,,
1.217,1.217,,804903762.476,,12.317,0.1988,0.8270,0.8270,0.6294,-0.3900,0.1750,-0.4620,,
1.222,1.222,,804903762.476,,12.317,0.1993,0.8270,0.8270,0.6415,-0.3640,0.2290,-0.4760,,
1.227,1.227,,804903762.476,,12.317,0.1966,0.8180,0.8180,0.6795,-0.3430,0.2790,-0.5160,,
1.232,1.232,,804903762.476,,12.317,0.1958,0.8190,0.8190,0.7172,-0.3160,0.3160,-0.5610,,
1.237,1.237,,804903762.476,,12.317,0.2148,0.8020,0.8020,0.7643,-0.3040,0.3370,-0.6150,,
1.242,1.242,,804903762.476,,12.317,0.2145,0.8020,0.8020,0.8140,-0.2730,0.3640,-0.6750,,
1.247,1.247,,804903762.476,,12.317,0.2491,0.7830,0.7830,0.8562,-0.2110,0.3870,-0.7340,,
1.252,1.252,,804903762.476,,12.317,0.2486,0.7830,0.7830,0.8791,-0.1240,0.3980,-0.7740,,
1.257,1.257,,804903762.476,,12.317,0.2886,0.7690,0.7690,0.8834,-0.0160,0.3950,-0.7900,,
1.262,1.262,,804903763.480,,12.181,0.2896,0.7680,0.7680,0.8763,0.0990,0.3910,-0.7780,,
1.267,1.267,,804903763.480,,12.181,0.3107,0.7920,0.7920,0.8698,0.2410,0.3940,-0.7370,,
1.272,1.272,,804903763.480,,12.181,0.3110,0.7910,0.7910,0.8931,0.4060,0.4240,-0.6730,,
1.277,1.277,,804903763.480,,12.181,0.3151,0.8480,0.8480,0.9002,0.4660,0.4430,-0.6300,,
1.282,1.282,,804903763.480,,12.181,0.3148,0.8470,0.8470,0.8200,0.3870,0.4120,-0.5940,,
1.287,1.287,,804903763.480,,12.181,0.3717,0.8110,0.8110,0.7273,0.4030,0.3310,-0.5070,,
1.292,1.292,,804903763.480,,12.181,0.3720,0.8100,0.8100,0.8320,0.6290,0.3490,-0.4180,,
1.297,1.297,,804903763.480,,12.181,0.4343,0.8910,0.8910,0.5673,0.3170,0.2800,-0.3780,,
1.302,1.302,,804903763.480,,12.181,0.4343,0.8910,0.8910,0.4467,-0.3090,0.1530,-0.2840,,
1.307,1.307,,804903763.480,,12.181,0.5906,0.7010,0.7010,0.4933,-0.4660,0.1430,-0.0760,,
1.312,1.312,,804903763.480,,12.181,0.5905,0.7010,0.7010,0.3453,-0.3270,0.0980,0.0520,,
1.317,1.317,,804903763.480,,12.181,0.9528,0.8730,0.8730,0.1505,-0.1430,0.0370,0.0290,,
1.322,1.322,,804903763.480,,12.181,0.9528,0.8730,0.8730,0.1008,-0.0350,-0.0930,-0.0170,,
1.327,1.327,,804903763.480,,12.181,1.2962,1.1600,1.1600,0.3935,-0.1330,-0.3700,0.0150,,
1.332,1.332,,804903763.480,,12.181,1.2984,1.1610,1.1610,0.6590,-0.2220,-0.6090,0.1190,,
1.337,1.337,,804903763.480,,12.181,1.2265,0.9730,0.9730,0.8134,-0.0050,-0.7750,0.2470,,
1.342,1.342,,804903763.480,,12.181,1.2286,0.9740,0.9740,1.0614,0.2640,-0.9750,0.3260,,
1.347,1.347,,804903763.480,,12.181,0.8964,1.2480,1.2480,1.2499,0.3080,-1.1650,0.3320,,
1.352,1.352,,804903763.480,,12.181,0.8999,1.2480,1.2480,1.3420,0.1840,-1.2920,0.3130,,
1.357,1.357,,804903763.480,,12.181,0.4830,1.3160,1.3160,1.3843,0.0910,-1.3430,0.3230,,
1.362,1.362,,804903763.480,,12.181,0.4881,1.3170,1.3170,1.3746,0.1810,-1.3150,0.3570,,
1.367,1.367,,804903763.480,,12.181,0.3490,1.2440,1.2440,1.3684,0.4470,-1.2350,0.3840,,
1.372,1.372,,804903763.480,,12.181,0.3511,1.2440,1.2440,1.3990,0.7110,-1.1460,0.3720,,
1.377,1.377,,804903763.480,,12.181,0.3661,1.2510,1.2510,1.3669,0.7900,-1.0650,0.3320,,
1.382,1.382,,804903763.480,,12.181,0.3659,1.2510,1.2510,1.2544,0.6950,-1.0000,0.3010,,
1.387,1.387,,804903763.480,,12.181,0.2269,0.9720,0.9720,1.1247,0.4940,-0.9590,0.3180,,
1.392,1.392,,804903763.480,,12.181,0.2226,0.9720,0.9720,1.0592,0.2630,-0.9470,0.3950,,
1.397,1.397,,804903763.480,,12.181,0.5113,0.6960,0.6960,1.1059,0.1080,-0.9630,0.5330,,
1.402,1.402,,804903763.480,,12.181,0.5100,0.6970,0.6970,1.2459,0.0500,-1.0120,0.7250,,
1.407,1.407,,804903763.480,,12.181,0.8200,0.6950,0.6950,1.4351,0.0430,-1.0730,0.9520,,
1.412,1.412,,804903763.480,,12.181,0.8208,0.6960,0.6960,1.6288,-0.0090,-1.1280,1.1750,,
1.417,1.417,,804903763.480,,12.181,1.0322,0.7830,0.7830,1.7772,-0.0980,-1.1230,1.3740,,
1.422,1.422,,804903763.480,,12.181,1.0342,0.7840,0.7840,1.8547,-0.1720,-1.0430,1.5240,,
1.427,1.427,,804903763.480,,12.181,1.0959,0.8350,0.8350,1.8816,-0.2390,-0.9250,1.6210,,
1.432,1.432,,804903763.480,,12.181,1.0985,0.8370,0.8370,1.8964,-0.3050,-0.8150,1.6850,,
1.437,1.437,,804903763.480,,12.181,0.9991,0.9260,0.9260,1.9211,-0.3620,-0.7270,1.7410,,
1.442,1.442,,804903763.480,,12.181,1.0020,0.9270,0.9270,1.9558,-0.3760,-0.6440,1.8080,,
1.447,1.447,,804903763.480,,12.181,0.7722,0.9820,0.9820,2.0040,-0.3010,-0.5650,1.8990,,
1.452,1.452,,804903763.480,,12.181,0.7753,0.9830,0.9830,2.0758,-0.1410,-0.5070,2.0080,,
1.457,1.457,,804903763.480,,12.181,0.5390,1.0910,1.0910,2.1838,0.0630,-0.4730,2.1310,,
1.462,1.462,,804903763.480,,12.181,0.5417,1.0910,1.0910,2.3217,0.2700,-0.4580,2.2600,,
1.467,1.467,,804903763.480,,12.181,0.3614,1.1730,1.1730,2.4699,0.4360,-0.4860,2.3820,,
1.472,1.472,,804903763.480,,12.181,0.3631,1.1730,1.1730,2.6025,0.5320,-0.5340,2.4910,,
1.477,1.477,,804903763.480,,12.181,0.2029,1.1320,1.1320,2.7096,0.5710,-0.5910,2.5820,,
1.482,1.482,,804903763.480,,12.181,0.2040,1.1320,1.1320,2.8082,0.6160,-0.6400,2.6640,,
1.487,1.487,,804903763.480,,12.181,0.1301,1.0280,1.0280,2.9193,0.7140,-0.6750,2.7490,,
1.492,1.492,,804903763.480,,12.181,0.1320,1.0280,1.0280,3.0682,0.8610,-0.7060,2.8590,,
1.497,1.497,,804903763.480,,12.181,0.2012,0.9320,0.9320,3.2436,1.0310,-0.7400,2.9850,,
1.502,1.502,,804903763.480,,12.181,0.2035,0.9300,0.9300,3.4060,1.1700,-0.7480,3.1100,,
1.507,1.507,,804903763.480,,12.181,0.3695,0.8340,0.8340,3.5110,1.2620,-0.7030,3.2000,,
1.512,1.512,,804903763.480,,12.181,0.3706,0.8320,0.8320,3.5450,1.2910,-0.6190,3.2430,,
1.517,1.517,,804903763.480,,12.181,0.6260,0.7230,0.7230,3.5153,1.2470,-0.5090,3.2470,,
1.522,1.522,,804903763.480,,12.181,0.6270,0.7210,0.7210,3.4497,1.1510,-0.3690,3.2310,,
1.527,1.527,,804903763.480,,12.181,0.8084,0.6570,0.6570,3.3713,1.0050,-0.2410,3.2090,,
1.532,1.532,,804903763.480,,12.181,0.8103,0.6560,0.6560,3.2899,0.7800,-0.1400,3.1930,,
1.537,1.537,,804903763.480,,12.181,0.7462,0.7350,0.7350,3.2293,0.5180,-0.0560,3.1870,,
1.542,1.542,,804903763.480,,12.181,0.7501,0.7340,0.7340,3.2329,0.3200,0.0200,3.2170,,
1.547,1.547,,804903763.480,,12.181,0.4244,0.8990,0.8990,3.2863,0.2300,0.0380,3.2780,,
1.552,1.552,,804903763.480,,12.181,0.4293,0.8990,0.8990,3.3660,0.2460,-0.0140,3.3570,,
1.557,1.557,,804903763.480,,12.181,0.1439,1.0820,1.0820,3.4392,0.3660,-0.1080,3.4180,,
1.562,1.562,,804903763.480,,12.181,0.1475,1.0810,1.0810,3.4829,0.5330,-0.2320,3.4340,,
1.567,1.567,,804903763.480,,12.181,0.3152,1.2150,1.2150,3.4996,0.6920,-0.3560,3.4120,,
1.572,1.572,,804903763.480,,12.181,0.3151,1.2130,1.2130,3.5106,0.8580,-0.4740,3.3710,,
1.577,1.577,,804903763.480,,12.181,0.4105,1.2180,1.2180,3.5606,1.0690,-0.5650,3.3490,,
1.582,1.582,,804903763.480,,12.181,0.4128,1.2170,1.2170,3.6674,1.3220,-0.6100,3.3660,,
1.587,1.587,,804903763.480,,12.181,0.3876,1.1700,1.1700,3.8154,1.5720,-0.6190,3.4210,,
1.592,1.592,,804903763.480,,12.181,0.3915,1.1670,1.1670,3.9618,1.7630,-0.6050,3.4960,,
1.597,1.597,,804903763.480,,12.181,0.2652,1.0340,1.0340,4.0884,1.9010,-0.5660,3.5750,,
1.602,1.602,,804903763.480,,12.181,0.2720,1.0310,1.0310,4.1783,2.0110,-0.5020,3.6280,,
1.607,1.607,,804903763.480,,12.181,0.2667,0.8360,0.8360,4.2112,2.0800,-0.4330,3.6360,,
1.612,1.612,,804903763.480,,12.181,0.2717,0.8330,0.8330,4.1454,2.0610,-0.3670,3.5780,,
1.617,1.617,,804903763.480,,12.181,0.4219,0.7620,0.7620,3.9587,1.9100,-0.2820,3.4560,,
1.622,1.622,,804903763.480,,12.181,0.4237,0.7590,0.7590,3.6880,1.6370,-0.1590,3.3010,,
1.627,1.627,,804903763.480,,12.181,0.5722,0.7490,0.7490,3.4204,1.3060,-0.0370,3.1610,,
1.632,1.632,,804903763.480,,12.181,0.5721,0.7480,0.7480,3.2182,0.9590,0.0780,3.0710,,
1.637,1.637,,804903763.480,,12.181,0.5585,0.8230,0.8230,3.1134,0.6430,0.1800,3.0410,,
1.642,1.642,,804903763.480,,12.181,0.5600,0.8220,0.8220,3.1006,0.4120,0.2490,3.0630,,
1.647,1.647,,804903763.480,,12.181,0.3520,0.9410,0.9410,3.1464,0.2870,0.2660,3.1220,,
1.652,1.652,,804903763.480,,12.181,0.3536,0.9410,0.9410,3.1896,0.2490,0.2230,3.1720,,
1.657,1.657,,804903763.480,,12.181,0.1076,1.0590,1.0590,3.2132,0.2670,0.1410,3.1990,,
1.662,1.662,,804903763.480,,12.181,0.1061,1.0580,1.0580,3.2085,0.3690,0.0400,3.1870,,
1.667,1.667,,804903763.480,,12.181,0.1976,1.1400,1.1400,3.1975,0.5620,-0.0670,3.1470,,
1.672,1.672,,804903763.480,,12.181,0.1969,1.1390,1.1390,3.2151,0.8150,-0.1600,3.1060,,
1.677,1.677,,804903763.480,,12.181,0.3002,1.2360,1.2360,3.2666,1.0760,-0.2260,3.0760,,
1.682,1.682,,804903763.480,,12.181,0.3004,1.2340,1.2340,3.3203,1.2740,-0.2500,3.0560,,
1.687,1.687,,804903763.480,,12.181,0.3242,1.3120,1.3120,3.3395,1.3810,-0.2410,3.0310,,
1.692,1.692,,804903763.480,,12.181,0.3225,1.3100,1.3100,3.3084,1.4000,-0.2260,2.9890,,
1.697,1.697,,804903763.480,,12.181,0.3468,1.3070,1.3070,3.2197,1.3500,-0.2160,2.9150,,
1.702,1.702,,804903763.480,,12.181,0.3433,1.3060,1.3060,3.0973,1.2410,-0.1650,2.8330,,
1.707,1.707,,804903763.480,,12.181,0.4380,1.2700,1.2700,2.9768,1.1140,-0.0900,2.7590,,
1.712,1.712,,804903763.480,,12.181,0.4333,1.2690,1.2690,2.8791,1.0050,-0.0080,2.6980,,
1.717,1.717,,804903763.480,,12.181,0.4946,1.2560,1.2560,2.8011,0.8890,0.0420,2.6560,,
1.722,1.722,,804903763.480,,12.181,0.4914,1.2550,1.2550,2.7532,0.7650,0.0650,2.6440,,
1.727,1.727,,804903763.480,,12.181,0.4000,1.1640,1.1640,2.7456,0.6840,0.0730,2.6580,,
1.732,1.732,,804903763.480,,12.181,0.3963,1.1630,1.1630,2.7551,0.6490,0.0550,2.6770,,
1.737,1.737,,804903763.480,,12.181,0.2755,1.0990,1.0990,2.7699,0.6560,0.0200,2.6910,,
1.742,1.742,,804903763.480,,12.181,0.2713,1.0980,1.0980,2.7858,0.7050,-0.0280,2.6950,,
1.747,1.747,,804903763.480,,12.181,0.2112,1.0830,1.0830,2.8090,0.7910,-0.0840,2.6940,,
1.752,1.752,,804903763.480,,12.181,0.2067,1.0820,1.0820,2.8386,0.8930,-0.1360,2.6910,,
1.757,1.757,,804903763.480,,12.181,0.1881,1.0660,1.0660,2.8741,1.0080,-0.1730,2.6860,,
1.762,1.762,,804903763.480,,12.181,0.1861,1.0650,1.0650,2.9158,1.1390,-0.1810,2.6780,,
1.767,1.767,,804903763.480,,12.181,0.1746,1.0660,1.0660,2.9447,1.2570,-0.1620,2.6580,,
1.772,1.772,,804903763.480,,12.181,0.1745,1.0650,1.0650,2.9313,1.3110,-0.1420,2.6180,,
1.777,1.777,,804903763.480,,12.181,0.1484,1.0980,1.0980,2.8620,1.2780,-0.1200,2.5580,,
1.782,1.782,,804903763.480,,12.181,0.1487,1.0970,1.0970,2.7496,1.1830,-0.0750,2.4810,,
1.787,1.787,,804903763.480,,12.181,0.1691,1.1580,1.1580,2.6271,1.0640,-0.0060,2.4020,,
1.792,1.792,,804903763.480,,12.181,0.1674,1.1570,1.1570,2.5135,0.9500,0.0700,2.3260,,
1.797,1.797,,804903763.480,,12.181,0.3121,1.2750,1.2750,2.4264,0.8530,0.1270,2.2680,,
1.802,1.802,,804903763.480,,12.181,0.3098,1.2750,1.2750,2.3642,0.7650,0.1490,2.2320,,
1.807,1.807,,804903763.480,,12.181,0.4120,1.3360,1.3360,2.3227,0.6840,0.1440,2.2150,,
1.812,1.812,,804903763.480,,12.181,0.4092,1.3350,1.3350,2.3016,0.6470,0.1100,2.2060,,
1.817,1.817,,804903763.480,,12.181,0.3944,1.3050,1.3050,2.2940,0.6480,0.0520,2.2000,,
1.822,1.822,,804903763.480,,12.181,0.3924,1.3050,1.3050,2.2937,0.6850,-0.0060,2.1890,,
1.827,1.827,,804903763.480,,12.181,0.3197,1.2410,1.2410,2.3027,0.7630,-0.0510,2.1720,,
1.832,1.832,,804903763.480,,12.181,0.3176,1.2400,1.2400,2.3158,0.8560,-0.0870,2.1500,,
1.837,1.837,,804903763.480,,12.181,0.2311,1.1490,1.1490,2.3420,0.9500,-0.1060,2.1380,,
1.842,1.842,,804903763.480,,12.181,0.2325,1.1480,1.1480,2.3735,1.0400,-0.1040,2.1310,,
1.847,1.847,,804903763.480,,12.181,0.1600,1.0530,1.0530,2.3883,1.1020,-0.0880,2.1170,,
1.852,1.852,,804903763.480,,12.181,0.1624,1.0520,1.0520,2.3700,1.1190,-0.0710,2.0880,,
