t,motionRel,baroRel,absAltRel,relAlt,absAlt,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
0.000,0.000,,,,,0.0301,1.0130,1.0130,0.0351,-0.0320,-0.0030,0.0140,,
0.020,0.020,,,,,0.0393,0.9820,0.9820,0.0499,-0.0420,-0.0230,0.0140,,
0.040,0.040,,804899231.434,,10.974,0.0081,0.9950,0.9950,0.0217,-0.0060,-0.0170,0.0120,,
0.060,0.060,,804899231.434,,10.974,0.0093,0.9940,0.9940,0.0231,-0.0160,-0.0090,0.0140,,
0.080,0.080,,804899231.434,,10.974,0.0162,0.9850,0.9850,0.0470,-0.0440,0.0150,0.0070,,
0.100,0.100,,804899231.434,,10.974,0.0114,0.9920,0.9920,0.0453,-0.0420,0.0130,0.0110,,
0.120,0.120,,804899231.434,,10.974,0.0158,1.0130,1.0130,0.0156,0.0000,0.0100,0.0120,,
0.140,0.140,,804899231.434,,10.974,0.0130,1.0110,1.0110,0.0115,0.0060,0.0090,-0.0040,,
0.160,0.160,,804899231.434,,10.974,0.0145,0.9980,0.9980,0.0320,-0.0310,0.0000,-0.0080,,
0.180,0.180,,804899231.434,,10.974,0.0128,0.9930,0.9930,0.0318,-0.0300,-0.0080,-0.0070,,
0.200,0.200,,804899231.434,,10.974,0.0076,1.0030,1.0030,0.0305,-0.0240,0.0170,-0.0080,,
0.220,0.220,,804899231.434,,10.974,0.0169,0.9950,0.9950,0.0901,-0.0240,0.0500,-0.0710,,
0.240,0.240,,804899231.434,,10.974,0.0549,0.9860,0.9860,0.0383,-0.0320,0.0010,-0.0210,,
0.260,0.260,,804899231.434,,10.974,0.0217,0.9900,0.9900,0.0298,-0.0210,0.0180,-0.0110,,
0.280,0.280,,804899231.434,,10.974,0.0112,1.0110,1.0110,0.0189,-0.0090,0.0140,-0.0090,,
0.300,0.300,,804899231.434,,10.974,0.0136,1.0040,1.0040,0.0250,-0.0250,0.0000,0.0010,,
0.320,0.320,,804899231.434,,10.974,0.0112,1.0010,1.0010,0.0411,-0.0250,-0.0290,0.0150,,
0.340,0.340,,804899231.434,,10.974,0.0091,0.9990,0.9990,0.0449,-0.0110,-0.0370,0.0230,,
0.360,0.360,,804899231.434,,10.974,0.0116,1.0020,1.0020,0.1011,0.0290,-0.0790,-0.0560,,
0.380,0.380,,804899231.434,,10.974,0.0270,0.9980,0.9980,0.0328,-0.0150,-0.0270,-0.0110,,
0.400,0.400,,804899231.434,,10.974,0.0149,0.9940,0.9940,0.0623,-0.0590,0.0090,-0.0180,,
0.420,0.420,,804899231.434,,10.974,0.0187,0.9900,0.9900,0.0363,-0.0360,0.0020,-0.0040,,
0.440,0.440,,804899231.434,,10.974,0.0022,0.9980,0.9980,0.0177,-0.0050,-0.0080,0.0150,,
0.460,0.460,,804899231.434,,10.974,0.0062,0.9970,0.9970,0.0439,0.0330,-0.0210,0.0200,,
0.480,0.480,,804899231.434,,10.974,0.0041,0.9960,0.9960,0.0321,0.0260,-0.0100,0.0160,,
0.500,0.500,,804899231.434,,10.974,0.0057,0.9960,0.9960,0.0200,0.0160,0.0010,0.0120,,
0.520,0.520,,804899231.768,,10.979,0.0062,0.9950,0.9950,0.0355,0.0010,0.0350,0.0060,,
0.540,0.540,,804899231.768,,10.979,0.0287,0.9920,0.9920,0.0024,-0.0010,-0.0020,-0.0010,,
0.560,0.560,,804899231.768,,10.979,0.0331,0.9760,0.9760,0.0320,-0.0280,0.0040,-0.0150,,
0.580,0.580,,804899231.768,,10.979,0.0095,0.9960,0.9960,0.0059,0.0050,0.0030,0.0010,,
0.600,0.600,,804899232.103,,10.993,0.0071,1.0070,1.0070,0.0154,0.0140,-0.0060,0.0020,,
0.620,0.620,,804899232.103,,10.993,0.0110,1.0040,1.0040,0.0131,-0.0110,0.0010,0.0070,,
0.640,0.640,,804899232.103,,10.993,0.0096,1.0050,1.0050,0.0030,-0.0020,0.0010,0.0020,,
0.660,0.660,,804899232.103,,10.993,0.0073,0.9940,0.9940,0.0128,0.0000,-0.0100,0.0080,,
0.681,0.681,,804899232.103,,10.993,0.0071,0.9950,0.9950,0.0037,-0.0020,-0.0030,0.0010,,
0.701,0.701,,804899232.103,,10.993,0.0099,0.9910,0.9910,0.0129,0.0070,-0.0060,0.0090,,
0.721,0.721,,804899232.103,,10.993,0.0037,0.9970,0.9970,0.0114,0.0070,-0.0040,0.0080,,
0.741,0.741,,804899232.103,,10.993,0.0051,1.0000,1.0000,0.0193,0.0030,-0.0130,0.0140,,
0.761,0.761,,804899232.103,,10.993,0.0063,0.9940,0.9940,0.0225,0.0090,-0.0180,0.0100,,
0.781,0.781,,804899232.103,,10.993,0.0081,0.9940,0.9940,0.0132,0.0020,-0.0070,0.0110,,
1.115,1.115,,804899232.772,,11.013,0.0179,1.0090,1.0090,0.2798,-0.2000,0.0260,0.1940,,
1.120,1.120,,804899232.772,,11.013,0.0378,1.0140,1.0140,0.6120,-0.3000,0.0200,0.5330,,
1.125,1.125,,804899232.772,,11.013,0.0373,1.0150,1.0150,0.5960,-0.2200,-0.1140,0.5420,,
1.130,1.130,,804899232.772,,11.013,0.2637,0.9580,0.9580,0.4569,-0.1380,-0.1920,0.3910,,
1.135,1.135,,804899232.772,,11.013,0.2637,0.9580,0.9580,0.3853,-0.1240,-0.1940,0.3090,,
1.140,1.140,,804899232.772,,11.013,0.0797,1.0200,1.0200,0.1934,-0.0980,-0.1080,0.1270,,
1.145,1.145,,804899232.772,,11.013,0.0804,1.0200,1.0200,0.4245,0.0220,-0.1150,-0.4080,,
1.150,1.150,,804899232.772,,11.013,0.1444,1.0180,1.0180,0.6500,0.0160,-0.2930,-0.5800,,
1.155,1.155,,804899232.772,,11.013,0.1425,1.0180,1.0180,0.4736,-0.0750,-0.2960,-0.3620,,
1.160,1.160,,804899232.772,,11.013,0.1041,1.0000,1.0000,0.2168,-0.1500,-0.1400,-0.0700,,
1.165,1.165,,804899232.772,,11.013,0.1041,1.0010,1.0010,0.1871,-0.1800,-0.0200,0.0470,,
1.170,1.170,,804899232.772,,11.013,0.1459,0.9750,0.9750,0.1880,-0.1860,-0.0270,-0.0050,,
1.175,1.175,,804899232.772,,11.013,0.1453,0.9760,0.9760,0.2518,-0.1890,-0.0850,-0.1430,,
1.180,1.180,,804899232.772,,11.013,0.0224,1.0160,1.0160,0.3174,-0.2000,-0.1150,-0.2180,,
1.185,1.185,,804899232.772,,11.013,0.0225,1.0160,1.0160,0.3336,-0.2240,-0.0980,-0.2270,,
1.190,1.190,,804899232.772,,11.013,0.0313,0.9860,0.9860,0.3297,-0.2540,-0.0760,-0.1960,,
1.195,1.195,,804899232.772,,11.013,0.0291,0.9870,0.9870,0.3491,-0.2940,-0.0720,-0.1740,,
1.200,1.200,,804899232.772,,11.013,0.0495,0.9760,0.9760,0.4004,-0.3470,-0.0780,-0.1840,,
1.205,1.205,,804899232.772,,11.013,0.0483,0.9770,0.9770,0.5379,-0.3760,0.0220,-0.3840,,
1.210,1.210,,804899232.772,,11.013,0.0464,0.9750,0.9750,0.6765,-0.3960,-0.1210,-0.5350,,
1.215,1.215,,804899232.772,,11.013,0.0475,0.9760,0.9760,0.6430,-0.4530,-0.2630,-0.3730,,
1.220,1.220,,804899232.772,,11.013,0.0628,0.9690,0.9690,0.5678,-0.5080,-0.1890,-0.1690,,
1.225,1.225,,804899232.772,,11.013,0.0637,0.9710,0.9710,0.5365,-0.5240,-0.0450,-0.1060,,
1.230,1.230,,804899232.772,,11.013,0.1245,0.9650,0.9650,0.5597,-0.5320,0.0010,-0.1740,,
1.235,1.235,,804899232.772,,11.013,0.1235,0.9670,0.9670,0.6308,-0.5580,-0.0130,-0.2940,,
1.240,1.240,,804899232.772,,11.013,0.0522,1.0110,1.0110,0.7148,-0.5890,-0.0010,-0.4050,,
1.245,1.245,,804899232.772,,11.013,0.0497,1.0130,1.0130,0.8290,-0.6280,0.0810,-0.5350,,
1.250,1.250,,804899232.772,,11.013,0.0785,0.9910,0.9910,0.9423,-0.6310,0.1110,-0.6910,,
1.255,1.255,,804899232.772,,11.013,0.0754,0.9930,0.9930,0.8799,-0.6170,0.0200,-0.6270,,
1.260,1.260,,804899232.772,,11.013,0.0740,0.9950,0.9950,0.7721,-0.6110,-0.0100,-0.4720,,
1.265,1.265,,804899232.772,,11.013,0.0717,0.9970,0.9970,0.7666,-0.6570,0.0280,-0.3940,,
1.270,1.270,,804899232.772,,11.013,0.2095,0.9910,0.9910,0.8309,-0.7110,0.0650,-0.4250,,
1.275,1.275,,804899232.772,,11.013,0.2081,0.9940,0.9940,0.9160,-0.7630,0.0770,-0.5010,,
1.280,1.280,,804899232.772,,11.013,0.1740,1.0350,1.0350,0.9951,-0.8250,0.0780,-0.5510,,
1.285,1.285,,804899232.772,,11.013,0.1716,1.0370,1.0370,1.0551,-0.8910,0.0950,-0.5570,,
1.290,1.290,,804899232.772,,11.013,0.1222,1.0480,1.0480,1.1263,-0.9740,0.1280,-0.5510,,
1.295,1.295,,804899232.772,,11.013,0.1204,1.0510,1.0510,1.2178,-1.0630,0.1680,-0.5700,,
1.300,1.300,,804899232.772,,11.013,0.1361,1.0500,1.0500,1.3125,-1.1420,0.1910,-0.6180,,
1.305,1.305,,804899232.772,,11.013,0.1345,1.0540,1.0540,1.3955,-1.2050,0.2030,-0.6740,,
1.310,1.310,,804899232.772,,11.013,0.1272,1.0470,1.0470,1.4574,-1.2480,0.2130,-0.7220,,
1.315,1.315,,804899232.772,,11.013,0.1258,1.0510,1.0510,1.4892,-1.2630,0.2290,-0.7550,,
1.320,1.320,,804899232.772,,11.013,0.1473,1.0470,1.0470,1.5108,-1.2680,0.2450,-0.7840,,
1.325,1.325,,804899232.772,,11.013,0.1454,1.0510,1.0510,1.5308,-1.2660,0.2610,-0.8200,,
1.330,1.330,,804899232.772,,11.013,0.1941,1.0590,1.0590,1.5492,-1.2600,0.2730,-0.8590,,
1.335,1.335,,804899232.772,,11.013,0.1918,1.0640,1.0640,1.5814,-1.2680,0.2820,-0.9020,,
1.340,1.340,,804899232.772,,11.013,0.2328,1.0720,1.0720,1.6072,-1.2630,0.2920,-0.9500,,
1.345,1.345,,804899232.772,,11.013,0.2303,1.0770,1.0770,1.6206,-1.2440,0.3080,-0.9920,,
1.350,1.350,,804899232.772,,11.013,0.2553,1.0730,1.0730,1.6359,-1.2300,0.3200,-1.0300,,
1.355,1.355,,804899232.772,,11.013,0.2522,1.0770,1.0770,1.6552,-1.2210,0.3290,-1.0680,,
1.360,1.360,,804899232.772,,11.013,0.2713,1.0750,1.0750,1.6690,-1.2000,0.3400,-1.1090,,
1.365,1.365,,804899232.772,,11.013,0.2682,1.0790,1.0790,1.6753,-1.1660,0.3530,-1.1500,,
1.370,1.370,,804899232.772,,11.013,0.2696,1.0730,1.0730,1.6795,-1.1300,0.3670,-1.1870,,
1.375,1.375,,804899232.772,,11.013,0.2679,1.0770,1.0770,1.6877,-1.1000,0.3810,-1.2220,,
1.380,1.380,,804899232.772,,11.013,0.2568,1.0690,1.0690,1.6918,-1.0620,0.3990,-1.2550,,
1.385,1.385,,804899232.772,,11.013,0.2553,1.0730,1.0730,1.6972,-1.0310,0.4140,-1.2830,,
1.391,1.390,,804899232.772,,11.013,0.2527,1.0660,1.0660,1.7121,-1.0120,0.4220,-1.3150,,
1.396,1.396,,804899232.772,,11.013,0.2518,1.0700,1.0700,1.7408,-1.0140,0.4240,-1.3500,,
1.401,1.401,,804899232.772,,11.013,0.2417,1.0660,1.0660,1.7844,-1.0370,0.4270,-1.3880,,
1.406,1.406,,804899232.772,,11.013,0.2412,1.0700,1.0700,1.8219,-1.0490,0.4370,-1.4240,,
1.411,1.411,,804899232.772,,11.013,0.2177,1.0620,1.0620,1.8476,-1.0430,0.4570,-1.4550,,
1.416,1.416,,804899232.772,,11.013,0.2178,1.0660,1.0660,1.8572,-1.0150,0.4810,-1.4790,,
1.421,1.421,,804899232.772,,11.013,0.2036,1.0640,1.0640,1.8605,-0.9790,0.5060,-1.4990,,
1.426,1.426,,804899232.772,,11.013,0.2040,1.0680,1.0680,1.8708,-0.9470,0.5210,-1.5270,,
1.431,1.431,,804899232.772,,11.013,0.1978,1.0570,1.0570,1.8946,-0.9230,0.5310,-1.5670,,
1.436,1.436,,804899232.772,,11.013,0.1986,1.0610,1.0610,1.9187,-0.8980,0.5410,-1.6070,,
1.441,1.441,,804899232.772,,11.013,0.1843,1.0340,1.0340,1.9412,-0.8710,0.5480,-1.6460,,
1.446,1.446,,804899232.772,,11.013,0.1859,1.0370,1.0370,1.9577,-0.8440,0.5520,-1.6780,,
1.451,1.451,,804899232.772,,11.013,0.1788,1.0170,1.0170,1.9661,-0.8050,0.5510,-1.7070,,
1.456,1.456,,804899232.772,,11.013,0.1818,1.0200,1.0200,1.9702,-0.7670,0.5480,-1.7300,,
1.461,1.461,,804899232.772,,11.013,0.1960,1.0250,1.0250,1.9759,-0.7330,0.5390,-1.7540,,
1.466,1.466,,804899232.772,,11.013,0.1997,1.0280,1.0280,1.9838,-0.7090,0.5280,-1.7760,,
1.471,1.471,,804899232.772,,11.013,0.2052,1.0320,1.0320,1.9989,-0.7010,0.5210,-1.7980,,
1.476,1.476,,804899232.772,,11.013,0.2095,1.0350,1.0350,2.0103,-0.7050,0.5180,-1.8100,,
1.481,1.481,,804899232.772,,11.013,0.2029,0.9940,0.9940,2.0271,-0.7280,0.5200,-1.8190,,
1.486,1.486,,804899232.772,,11.013,0.2073,0.9970,0.9970,2.0627,-0.7660,0.5350,-1.8390,,
1.491,1.491,,804899232.772,,11.013,0.2135,0.9340,0.9340,2.0991,-0.8010,0.5690,-1.8550,,
1.496,1.496,,804899232.772,,11.013,0.2181,0.9380,0.9380,2.1417,-0.8250,0.6190,-1.8770,,
1.501,1.501,,804899232.772,,11.013,0.2311,0.8980,0.8980,2.2037,-0.8150,0.6890,-1.9280,,
1.506,1.506,,804899232.772,,11.013,0.2344,0.9020,0.9020,2.2252,-0.8000,0.7190,-1.9480,,
1.511,1.511,,804899232.772,,11.013,0.2576,0.8840,0.8840,2.1671,-0.7830,0.6710,-1.9060,,
1.516,1.516,,804899232.772,,11.013,0.2617,0.8880,0.8880,2.1276,-0.7510,0.6220,-1.8910,,
1.521,1.521,,804899232.772,,11.013,0.3160,0.9110,0.9110,2.1536,-0.6710,0.6300,-1.9470,,
1.526,1.526,,804899232.772,,11.013,0.3210,0.9140,0.9140,2.2080,-0.5400,0.6890,-2.0270,,
1.531,1.531,,804899232.772,,11.013,0.2725,0.9630,0.9630,2.2533,-0.3950,0.7660,-2.0820,,
1.536,1.536,,804899233.775,,11.066,0.2784,0.9640,0.9640,2.2779,-0.2820,0.8260,-2.1040,,
1.541,1.541,,804899233.775,,11.066,0.2265,1.0230,1.0230,2.2894,-0.1790,0.8580,-2.1150,,
1.546,1.546,,804899233.775,,11.066,0.2323,1.0230,1.0230,2.2971,-0.0730,0.8570,-2.1300,,
1.551,1.551,,804899233.775,,11.066,0.3128,1.0180,1.0180,2.3134,0.0130,0.8230,-2.1620,,
1.556,1.556,,804899233.775,,11.066,0.3198,1.0180,1.0180,2.3297,0.0640,0.7780,-2.1950,,
1.561,1.561,,804899233.775,,11.066,0.3824,0.9980,0.9980,2.3297,0.0870,0.7410,-2.2070,,
1.566,1.566,,804899233.775,,11.066,0.3894,0.9980,0.9980,2.3077,0.0620,0.7190,-2.1920,,
1.571,1.571,,804899233.775,,11.066,0.4036,0.9730,0.9730,2.2712,0.0020,0.7140,-2.1560,,
1.576,1.576,,804899233.775,,11.066,0.4096,0.9730,0.9730,2.2400,-0.0760,0.7280,-2.1170,,
1.581,1.581,,804899233.775,,11.066,0.4061,0.9420,0.9420,2.2308,-0.1830,0.7500,-2.0930,,
1.586,1.586,,804899233.775,,11.066,0.4116,0.9430,0.9430,2.2518,-0.2890,0.7840,-2.0910,,
1.591,1.591,,804899233.775,,11.066,0.3951,0.9120,0.9120,2.2845,-0.3750,0.8150,-2.1010,,
1.596,1.596,,804899233.775,,11.066,0.4015,0.9130,0.9130,2.3258,-0.4480,0.8450,-2.1200,,
1.601,1.601,,804899233.775,,11.066,0.3780,0.8980,0.8980,2.3678,-0.5010,0.8710,-2.1440,,
1.606,1.606,,804899233.775,,11.066,0.3834,0.9000,0.9000,2.4058,-0.5260,0.8980,-2.1690,,
1.611,1.611,,804899233.775,,11.066,0.3474,0.9130,0.9130,2.4382,-0.5160,0.9300,-2.1940,,
1.616,1.616,,804899233.775,,11.066,0.3528,0.9140,0.9140,2.4698,-0.4770,0.9670,-2.2220,,
1.621,1.621,,804899233.775,,11.066,0.3094,0.9620,0.9620,2.4939,-0.4200,1.0060,-2.2430,,
1.626,1.626,,804899233.775,,11.066,0.3163,0.9630,0.9630,2.5071,-0.3400,1.0350,-2.2580,,
1.631,1.631,,804899233.775,,11.066,0.3102,1.0100,1.0100,2.5153,-0.2540,1.0510,-2.2710,,
1.636,1.636,,804899233.775,,11.066,0.3172,1.0100,1.0100,2.5206,-0.1490,1.0580,-2.2830,,
1.641,1.641,,804899233.775,,11.066,0.3458,1.0240,1.0240,2.5225,-0.0350,1.0550,-2.2910,,
1.646,1.646,,804899233.775,,11.066,0.3528,1.0240,1.0240,2.5245,0.0760,1.0490,-2.2950,,
1.651,1.651,,804899233.775,,11.066,0.3688,1.0050,1.0050,2.5350,0.1830,1.0500,-2.3000,,
1.656,1.656,,804899233.775,,11.066,0.3749,1.0040,1.0040,2.5577,0.2770,1.0560,-2.3130,,
1.661,1.661,,804899233.775,,11.066,0.3687,0.9720,0.9720,2.5805,0.3260,1.0580,-2.3310,,
1.666,1.666,,804899233.775,,11.066,0.3760,0.9700,0.9700,2.6075,0.3110,1.0620,-2.3610,,
1.671,1.671,,804899233.775,,11.066,0.3539,0.9330,0.9330,2.6273,0.2760,1.0670,-2.3850,,
1.676,1.676,,804899233.775,,11.066,0.3600,0.9310,0.9310,2.6386,0.2190,1.0810,-2.3970,,
1.681,1.681,,804899233.775,,11.066,0.3619,0.8730,0.8730,2.6425,0.1360,1.1060,-2.3960,,
1.686,1.686,,804899233.775,,11.066,0.3672,0.8720,0.8720,2.6494,0.0120,1.1370,-2.3930,,
1.691,1.691,,804899233.775,,11.066,0.3650,0.8590,0.8590,2.6722,-0.1100,1.1800,-2.3950,,
1.696,1.696,,804899233.775,,11.066,0.3702,0.8580,0.8580,2.6956,-0.2100,1.2270,-2.3910,,
1.701,1.701,,804899233.775,,11.066,0.3563,0.8650,0.8650,2.7123,-0.3050,1.2740,-2.3750,,
1.706,1.706,,804899233.775,,11.066,0.3608,0.8650,0.8650,2.7282,-0.3950,1.3230,-2.3530,,
1.711,1.711,,804899233.775,,11.066,0.3659,0.8700,0.8700,2.7519,-0.4580,1.3840,-2.3340,,
1.716,1.716,,804899233.775,,11.066,0.3705,0.8700,0.8700,2.7822,-0.4900,1.4490,-2.3240,,
1.721,1.721,,804899233.775,,11.066,0.3407,0.8920,0.8920,2.8078,-0.4830,1.5090,-2.3180,,
1.726,1.726,,804899233.775,,11.066,0.3446,0.8920,0.8920,2.8283,-0.4420,1.5650,-2.3140,,
1.731,1.731,,804899233.775,,11.066,0.2993,0.9390,0.9390,2.8424,-0.3800,1.6120,-2.3100,,
1.736,1.736,,804899233.775,,11.066,0.3032,0.9380,0.9380,2.8489,-0.3060,1.6460,-2.3050,,
1.741,1.741,,804899233.775,,11.066,0.2892,0.9680,0.9680,2.8502,-0.2150,1.6710,-2.2990,,
1.746,1.746,,804899233.775,,11.066,0.2922,0.9670,0.9670,2.8504,-0.1050,1.6900,-2.2930,,
1.751,1.751,,804899233.775,,11.066,0.2935,0.9820,0.9820,2.8511,0.0270,1.7090,-2.2820,,
1.756,1.756,,804899233.775,,11.066,0.2968,0.9800,0.9800,2.8552,0.1680,1.7210,-2.2720,,
1.761,1.761,,804899233.775,,11.066,0.2944,1.0150,1.0150,2.8612,0.2940,1.7220,-2.2660,,
1.766,1.766,,804899233.775,,11.066,0.2976,1.0120,1.0120,2.8627,0.3940,1.7110,-2.2610,,
1.771,1.771,,804899233.775,,11.066,0.2937,1.0250,1.0250,2.8558,0.4430,1.6900,-2.2590,,
1.776,1.776,,804899233.775,,11.066,0.2956,1.0220,1.0220,2.8401,0.4110,1.6620,-2.2660,,
1.781,1.781,,804899233.775,,11.066,0.3003,0.9900,0.9900,2.8295,0.3420,1.6390,-2.2810,,
1.786,1.786,,804899233.775,,11.066,0.3032,0.9870,0.9870,2.8154,0.2310,1.6130,-2.2960,,
1.791,1.791,,804899233.775,,11.066,0.3384,0.9460,0.9460,2.8052,0.0890,1.5920,-2.3080,,
1.796,1.796,,804899233.775,,11.066,0.3405,0.9440,0.9440,2.8086,-0.0700,1.5770,-2.3230,,
1.801,1.801,,804899233.775,,11.066,0.3665,0.9380,0.9380,2.8197,-0.2030,1.5720,-2.3320,,
1.806,1.806,,804899233.775,,11.066,0.3691,0.9370,0.9370,2.8327,-0.3100,1.5780,-2.3320,,
1.811,1.811,,804899233.775,,11.066,0.3543,0.9680,0.9680,2.8452,-0.3830,1.5960,-2.3240,,
1.816,1.816,,804899233.775,,11.066,0.3557,0.9680,0.9680,2.8628,-0.4170,1.6260,-2.3190,,
1.821,1.821,,804899233.775,,11.066,0.3075,1.0190,1.0190,2.8765,-0.3990,1.6530,-2.3200,,
1.826,1.826,,804899233.775,,11.066,0.3095,1.0180,1.0180,2.8794,-0.3410,1.6710,-2.3200,,
1.831,1.831,,804899233.775,,11.066,0.2576,1.0590,1.0590,2.8785,-0.2470,1.6860,-2.3200,,
1.836,1.836,,804899233.775,,11.066,0.2591,1.0580,1.0580,2.8789,-0.1230,1.7070,-2.3150,,
1.841,1.841,,804899233.775,,11.066,0.2283,1.0730,1.0730,2.8859,0.0260,1.7230,-2.3150,,
1.846,1.846,,804899233.775,,11.066,0.2285,1.0710,1.0710,2.8959,0.2000,1.7270,-2.3160,,
1.851,1.851,,804899233.775,,11.066,0.2259,1.0610,1.0610,2.9093,0.3750,1.7230,-2.3140,,
1.856,1.856,,804899233.775,,11.066,0.2251,1.0570,1.0570,2.9117,0.4960,1.6990,-2.3120,,
1.861,1.861,,804899233.775,,11.066,0.2421,1.0310,1.0310,2.9077,0.5490,1.6730,-2.3140,,
1.866,1.866,,804899233.775,,11.066,0.2417,1.0260,1.0260,2.9033,0.5780,1.6540,-2.3150,,
1.871,1.871,,804899233.775,,11.066,0.2825,0.9840,0.9840,2.8898,0.5800,1.6380,-2.3090,,
1.876,1.876,,804899233.775,,11.066,0.2824,0.9790,0.9790,2.8656,0.5560,1.6290,-2.2910,,
1.881,1.881,,804899233.775,,11.066,0.3443,0.9620,0.9620,2.8360,0.5260,1.6250,-2.2640,,
1.886,1.886,,804899233.775,,11.066,0.3434,0.9580,0.9580,2.7972,0.4650,1.6150,-2.2360,,
1.891,1.891,,804899233.775,,11.066,0.3600,0.9950,0.9950,2.7603,0.3980,1.6080,-2.2080,,
1.896,1.896,,804899233.775,,11.066,0.3577,0.9920,0.9920,2.7258,0.3350,1.6030,-2.1790,,
1.901,1.901,,804899233.775,,11.066,0.3518,1.0430,1.0430,2.6865,0.2860,1.5960,-2.1420,,
1.906,1.906,,804899233.775,,11.066,0.3497,1.0400,1.0400,2.6441,0.2520,1.5960,-2.0930,,
1.911,1.911,,804899233.775,,11.066,0.3491,1.0540,1.0540,2.6038,0.2240,1.6000,-2.0420,,
1.916,1.916,,804899233.775,,11.066,0.3466,1.0510,1.0510,2.5711,0.2020,1.6030,-2.0000,,
1.921,1.921,,804899233.775,,11.066,0.3264,1.0530,1.0530,2.5385,0.2000,1.6080,-1.9540,,
1.926,1.926,,804899233.775,,11.066,0.3231,1.0500,1.0500,2.5210,0.2170,1.6240,-1.9160,,
1.931,1.931,,804899233.775,,11.066,0.2844,1.0380,1.0380,2.5098,0.2480,1.6430,-1.8810,,
1.936,1.936,,804899233.775,,11.066,0.2812,1.0340,1.0340,2.5052,0.2880,1.6590,-1.8550,,
1.941,1.941,,804899233.775,,11.066,0.2501,1.0220,1.0220,2.4992,0.3330,1.6670,-1.8320,,
1.946,1.946,,804899233.775,,11.066,0.2461,1.0180,1.0180,2.4916,0.3610,1.6640,-1.8190,,
1.951,1.951,,804899233.775,,11.066,0.2466,0.9990,0.9990,2.4842,0.3770,1.6560,-1.8130,,
1.956,1.956,,804899233.775,,11.066,0.2424,0.9950,0.9950,2.4697,0.3750,1.6390,-1.8090,,
1.961,1.961,,804899233.775,,11.066,0.2891,0.9730,0.9730,2.4399,0.3540,1.6120,-1.7970,,
1.966,1.966,,804899233.775,,11.066,0.2862,0.9690,0.9690,2.3976,0.3200,1.5830,-1.7720,,
1.971,1.971,,804899233.775,,11.066,0.3473,0.9590,0.9590,2.3508,0.2800,1.5590,-1.7370,,
1.976,1.976,,804899233.775,,11.066,0.3450,0.9550,0.9550,2.3032,0.2400,1.5430,-1.6930,,
1.981,1.981,,804899233.775,,11.066,0.3672,1.0030,1.0030,2.2649,0.2180,1.5350,-1.6510,,
1.986,1.986,,804899233.775,,11.066,0.3644,1.0000,1.0000,2.2252,0.2020,1.5280,-1.6050,,
1.991,1.991,,804899233.775,,11.066,0.3470,1.0950,1.0950,2.1838,0.1850,1.5190,-1.5580,,
1.996,1.996,,804899233.775,,11.066,0.3434,1.0920,1.0920,2.1477,0.1850,1.5110,-1.5150,,
2.001,2.001,,804899233.775,,11.066,0.3344,1.1550,1.1550,2.1069,0.2070,1.4980,-1.4670,,
2.006,2.006,,804899233.775,,11.066,0.3302,1.1520,1.1520,2.0600,0.2450,1.4770,-1.4150,,
2.011,2.011,,804899233.775,,11.066,0.3438,1.1770,1.1770,2.0146,0.2900,1.4540,-1.3640,,
2.016,2.016,,804899233.775,,11.066,0.3388,1.1740,1.1740,1.9783,0.3540,1.4340,-1.3160,,
2.021,2.021,,804899233.775,,11.066,0.3559,1.1780,1.1780,1.9372,0.3990,1.4100,-1.2670,,
2.026,2.026,,804899233.775,,11.066,0.3518,1.1750,1.1750,1.9082,0.4640,1.3980,-1.2130,,
2.031,2.031,,804899233.775,,11.066,0.3530,1.1400,1.1400,1.8842,0.5240,1.3850,-1.1650,,
2.036,2.036,,804899233.775,,11.066,0.3490,1.1370,1.1370,1.8469,0.5600,1.3560,-1.1220,,
2.041,2.041,,804899233.775,,11.066,0.3624,1.1010,1.1010,1.7841,0.5370,1.3080,-1.0880,,
2.046,2.046,,804899233.775,,11.066,0.3587,1.0980,1.0980,1.7258,0.4910,1.2670,-1.0640,,
2.051,2.051,,804899233.775,,11.066,0.3638,1.0750,1.0750,1.6754,0.4690,1.2320,-1.0340,,
2.056,2.056,,804899233.775,,11.066,0.3603,1.0720,1.0720,1.6531,0.4980,1.2290,-0.9870,,
2.061,2.061,,804899233.775,,11.066,0.3714,1.0730,1.0730,1.5636,0.4570,1.1780,-0.9210,,
2.066,2.066,,804899233.775,,11.066,0.3680,1.0700,1.0700,1.5164,0.4410,1.1550,-0.8780,,
2.071,2.071,,804899233.775,,11.066,0.3973,1.1140,1.1140,1.4877,0.4450,1.1400,-0.8460,,
2.076,2.076,,804899233.775,,11.066,0.3937,1.1110,1.1110,1.4468,0.4240,1.1140,-0.8200,,
2.081,2.081,,804899233.775,,11.066,0.4448,1.1550,1.1550,1.4029,0.3900,1.0910,-0.7910,,
2.086,2.086,,804899233.775,,11.066,0.4414,1.1530,1.1530,1.3727,0.3610,1.0860,-0.7580,,
2.091,2.091,,804899233.775,,11.066,0.4417,1.1550,1.1550,1.3407,0.3490,1.0710,-0.7270,,
2.096,2.096,,804899233.775,,11.066,0.4390,1.1520,1.1520,1.2965,0.3410,1.0460,-0.6860,,
