t,message
-1785059139.014,"6826.689:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059137.762,"6827.697:v15 REJECT reason=gateEntrySpeed vin=3.50; 6827.698:v15 CANDIDATE t0=6823.41 yank=1.55g quietAt=6826.99 B(abs)=n/a B(rel)=-1.25; 6827.978:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059136.510,"6829.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.10"
-1785059135.258,"6830.696:v15 REJECT reason=gateNoJumpEvidence dCrs=6.09 drop=1.18 yank=1.55; 6830.696:v15 CANDIDATE t0=6827.09 yank=1.43g quietAt=6829.52 B(abs)=n/a B(rel)=n/a; 6830.973:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059126.468,"6838.700:v15 IMPACT pending=2.05g air=11.03"
-1785059125.216,"6840.698:v15 LANDING impact impact=3.09g air=11.19; 6840.698:v15 REJECT reason=gateNoJumpEvidence dCrs=21.74 drop=0.99 yank=1.43; 6840.698:v15 RESCUE folded jump t0=6833.21 land=6838.28 air=5.07; 6838.283:JUMP(v15) FINAL h=1.6m src=ballistic air=5.07s dist=32.21m hFit=-1.0 hRel=-1.0 hBal=1.6 arcPts=0 yank=1.37g impact=3.08g float=0.4 rot=0.64 hard=true conf=50.0 latency=1.5s; 6840.704:v15 JUMP h=1.60m src=ballistic air=5.07s conf=0.50; 6840.705:v15 REJECT(open) reason=retriggerGuard; 6840.951:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059123.964,"6841.696:v15 REJECT(open) reason=retriggerGuard; 6841.952:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6842.696:v15 BARO rel datumStep delta=-43.40 — window reset"
-1785059122.712,"6842.698:v15 REJECT(open) reason=retriggerGuard; 6842.953:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059121.459,"6843.692:v15 REJECT(open) reason=retriggerGuard; 6843.946:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6844.697:v15 REJECT(open) reason=retriggerGuard"
-1785059120.207,"6844.949:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6845.698:v15 CANDIDATE t0=6844.02 yank=1.59g quietAt=6844.93 B(abs)=n/a B(rel)=n/a"
-1785059118.955,"6847.696:v15 BARO rel datumStep delta=18.49 — window reset"
-1785059113.947,"6851.700:v15 IMPACT pending=1.97g air=6.52; 6852.689:v15 BARO rel datumStep delta=10.68 — window reset"
-1785059112.695,"6852.691:v15 LANDING impact impact=2.12g air=6.53; 6852.691:v15 REJECT reason=gateEntrySpeed vin=3.91; 6852.692:v15 REJECT reason=gateEntrySpeed vin=3.00; 6852.692:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.62; 6852.930:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059111.442,"6853.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.62; 6853.924:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059110.190,"6854.694:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.62; 6854.925:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6855.701:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.18; 6855.927:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059108.938,"6856.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.18; 6856.917:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059107.686,"6857.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.18; 6857.919:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059106.434,"6858.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.07; 6858.921:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059105.182,"6859.691:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.07; 6859.911:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6860.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.07; 6860.914:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059103.930,"6861.694:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.10; 6861.906:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059102.678,"6862.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.10"
-1785059101.426,"6863.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.33"
-1785059100.174,"6865.696:v15 ABS frozen (cross-liveness)"
-1785059098.922,"6866.693:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.53"
-1785059097.669,"6867.699:v15 CANDIDATE t0=6864.82 yank=1.32g quietAt=6867.08 B(abs)=n/a B(rel)=0.85"
-1785059095.165,"6870.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059093.913,"6871.698:v15 REJECT reason=floatBelowMin float=0.33; 6871.698:v15 CANDIDATE t0=6869.51 yank=1.30g quietAt=6870.83 B(abs)=n/a B(rel)=-2.14"
-1785059091.409,"6874.696:v15 IMPACT pending=1.90g air=4.02"
-1785059090.157,"6875.699:v15 LANDING impact+noRiseAbort impact=1.93g air=4.04; 6875.700:v15 REJECT reason=gateEntrySpeed vin=4.17; 6875.701:v15 REJECT reason=gateEntrySpeed vin=3.56; 6875.701:v15 REJECT reason=gateEntrySpeed vin=4.56; 6875.701:v15 REJECT reason=gateEntrySpeed vin=4.98; 6875.701:v15 REJECT reason=gateNoJumpEvidence dCrs=5.92 drop=1.10 yank=1.29; 6875.701:v15 CANDIDATE t0=6873.54 yank=1.93g quietAt=6874.54 B(abs)=n/a B(rel)=n/a"
-1785059060.097,"6904.698:v15 REJECT reason=maxFlightExceeded air=30.00; 6904.698:v15 CANDIDATE t0=6900.11 yank=1.48g quietAt=6903.55 B(abs)=n/a B(rel)=-2.84; 6905.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059058.845,"6906.699:v15 REJECT reason=gateNoJumpEvidence dCrs=10.89 drop=0.97 yank=1.48; 6906.699:v15 CANDIDATE t0=6903.97 yank=1.47g quietAt=6906.12 B(abs)=n/a B(rel)=-3.11"
-1785059055.089,"6909.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 6910.691:v15 REJECT reason=floatBelowMin float=0.32; 6910.692:v15 CANDIDATE t0=6906.00 yank=1.55g quietAt=6909.98 B(abs)=n/a B(rel)=-3.04"
-1785059053.837,"6911.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059052.585,"6912.699:v15 REJECT reason=floatBelowMin float=0.31; 6912.699:v15 CANDIDATE t0=6908.73 yank=1.31g quietAt=6912.01 B(abs)=n/a B(rel)=-2.67"
-1785059050.080,"6916.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=6.79"
-1785059048.828,"6917.697:v15 REJECT reason=floatBelowMin float=0.34; 6917.697:v15 CANDIDATE t0=6915.18 yank=1.64g quietAt=6916.52 B(abs)=n/a B(rel)=n/a"
-1785059032.506,"6933.697:v15 IMPACT pending=2.49g air=17.47"
-1785059030.002,"6935.699:v15 LANDING impact impact=3.91g air=18.50; 6935.699:v15 REJECT reason=gateNoJumpEvidence dCrs=10.69 drop=1.02 yank=1.64; 6935.700:v15 REJECT reason=gateNoJumpEvidence dCrs=22.35 drop=1.02 yank=1.39; 6935.700:v15 REJECT reason=gateNoJumpEvidence dCrs=21.51 drop=1.04 yank=1.21; 6935.700:v15 REJECT reason=gateNoJumpEvidence dCrs=15.02 drop=1.06 yank=1.56; 6935.701:v15 REJECT reason=gateNoJumpEvidence dCrs=10.85 drop=1.08 yank=1.24; 6935.702:v15 CANDIDATE t0=6933.67 yank=3.91g quietAt=6935.18 B(abs)=n/a B(rel)=-5.28"
-1785059028.750,"6936.707:v15 IMPACT pending=2.11g air=2.25"
-1785059026.246,"6938.700:v15 LANDING impact impact=2.63g air=2.70; 6936.372:JUMP(v15) FINAL h=1.89m src=ballistic air=2.7s dist=19.83m hFit=-1.0 hRel=-1.0 hBal=1.89 arcPts=0 yank=3.91g impact=2.63g float=0.56 rot=1.1 hard=true conf=50.0 latency=1.5s; 6938.706:v15 JUMP h=1.89m src=ballistic air=2.70s conf=0.50; 6938.706:v15 REJECT(open) reason=retriggerGuard"
-1785059021.237,"6944.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.22"
-1785059018.733,"6947.697:v15 BARO rel datumStep delta=-5.16 — window reset"
-1785059017.481,"6947.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.64"
-1785059016.229,"6948.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.52; 6949.694:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.25"
-1785059014.977,"6950.699:v15 CANDIDATE t0=6948.47 yank=1.38g quietAt=6949.90 B(abs)=n/a B(rel)=n/a; 6951.696:v15 IMPACT pending=1.97g air=2.09"
-1785059012.473,"6953.690:v15 LANDING impact impact=2.92g air=2.71"
-1785059011.221,"6953.691:v15 REJECT reason=gateEntrySpeed vin=3.36; 6953.691:v15 REJECT reason=gateEntrySpeed vin=1.25; 6953.692:v15 REJECT reason=gateEntrySpeed vin=2.32; 6953.692:v15 REJECT reason=gateEntrySpeed vin=4.27; 6953.692:v15 CANDIDATE t0=6951.18 yank=2.92g quietAt=6952.69 B(abs)=n/a B(rel)=-11.59"
-1785059008.717,"6956.701:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059007.465,"6957.699:v15 REJECT reason=gateNoJumpEvidence dCrs=5.32 drop=1.03 yank=2.92; 6957.700:v15 REJECT reason=gateEntrySpeed vin=4.27; 6957.700:v15 CANDIDATE t0=6954.53 yank=1.46g quietAt=6957.19 B(abs)=n/a B(rel)=n/a"
-1785058991.188,"6974.694:v15 IMPACT pending=1.91g air=19.60"
-1785058988.683,"6976.699:v15 LANDING impact impact=1.97g air=19.63; 6976.723:v15 REJECT reason=gateNoJumpEvidence dCrs=4.67 drop=0.96 yank=1.46; 6976.723:v15 REJECT reason=gateNoJumpEvidence dCrs=3.67 drop=1.01 yank=1.29; 6976.723:v15 REJECT reason=gateNoJumpEvidence dCrs=3.42 drop=1.03 yank=1.48; 6976.723:v15 REJECT reason=gateNoJumpEvidence dCrs=4.71 drop=1.06 yank=1.67; 6976.724:v15 REJECT reason=gateNoJumpEvidence dCrs=4.75 drop=1.08 yank=1.38; 6976.724:v15 REJECT reason=gateNoJumpEvidence dCrs=4.03 drop=1.07 yank=1.47; 6976.724:v15 CANDIDATE t0=6974.16 yank=1.97g quietAt=6975.67 B(abs)=n/a B(rel)=-11.49"
-1785058986.179,"6979.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058984.927,"6980.696:v15 REJECT reason=gateNoJumpEvidence dCrs=3.78 drop=1.01 yank=1.97; 6980.697:v15 REJECT reason=gateNoJumpEvidence dCrs=6.82 drop=1.06 yank=1.24; 6980.697:v15 REJECT reason=gateNoJumpEvidence dCrs=6.82 drop=1.06 yank=1.74; 6980.698:v15 CANDIDATE t0=6978.11 yank=1.44g quietAt=6980.16 B(abs)=n/a B(rel)=-13.44"
-1785058981.171,"6983.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 6984.696:v15 REJECT reason=gateNoJumpEvidence dCrs=2.12 drop=1.00 yank=1.44; 6984.697:v15 CANDIDATE t0=6981.04 yank=1.47g quietAt=6984.11 B(abs)=n/a B(rel)=n/a"
-1785058961.117,"7003.700:v15 IMPACT pending=2.64g air=22.11"
-1785058959.865,"7005.697:v15 LANDING impact impact=5.27g air=22.16; 7005.697:v15 REJECT reason=gateNoJumpEvidence dCrs=12.37 drop=0.92 yank=1.47; 7005.698:v15 REJECT reason=gateNoJumpEvidence dCrs=9.84 drop=1.08 yank=1.49; 7005.698:v15 REJECT reason=floatBelowMin float=0.35; 7005.698:v15 REJECT reason=gateNoJumpEvidence dCrs=16.40 drop=1.09 yank=1.40; 7005.699:v15 REJECT reason=gateNoJumpEvidence dCrs=19.72 drop=1.07 yank=1.35; 7005.700:v15 REJECT reason=gateNoJumpEvidence dCrs=16.45 drop=1.05 yank=1.47; 7005.700:v15 CANDIDATE(reanchor) t0=7003.20 yank=5.27g; 7005.700:v15 CANDIDATE t0=7003.20 yank=5.27g quietAt=7004.71 B(abs)=n/a B(rel)=-11.18; 7005.704:v15 IMPACT pending=2.09g air=2.26"
-1785058957.361,"7007.699:v15 LANDING impact impact=2.77g air=2.28; 7005.477:JUMP(v15) FINAL h=1.52m src=ballistic air=2.28s dist=10.51m hFit=-1.0 hRel=-1.0 hBal=1.52 arcPts=0 yank=5.27g impact=2.77g float=0.55 rot=0.52 hard=true conf=50.0 latency=1.5s; 7007.705:v15 JUMP h=1.52m src=ballistic air=2.28s conf=0.50; 7007.705:v15 REJECT(open) reason=retriggerGuard"
-1785058951.101,"7014.698:v15 CANDIDATE t0=7011.06 yank=1.34g quietAt=7014.00 B(abs)=n/a B(rel)=n/a"
-1785058923.505,"7041.695:v15 REJECT reason=maxFlightExceeded air=30.00; 7041.695:v15 CANDIDATE t0=7039.76 yank=1.52g quietAt=7041.06 B(abs)=n/a B(rel)=-7.57"
-1785058919.749,"7045.695:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058918.497,"7046.697:v15 REJECT reason=gateNoJumpEvidence dCrs=0.00 drop=0.93 yank=1.52; 7046.699:v15 CANDIDATE t0=7042.03 yank=1.57g quietAt=7045.77 B(abs)=n/a B(rel)=-7.69"
-1785058917.245,"7047.694:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7048.698:v15 REJECT reason=floatBelowMin float=0.35; 7048.698:v15 CANDIDATE t0=7046.72 yank=1.50g quietAt=7048.03 B(abs)=n/a B(rel)=-8.24"
-1785058913.488,"7052.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058912.236,"7053.691:v15 REJECT reason=gateNoJumpEvidence dCrs=6.02 drop=0.91 yank=1.50; 7053.691:v15 CANDIDATE t0=7048.74 yank=1.50g quietAt=7052.72 B(abs)=n/a B(rel)=n/a"
-1785058899.715,"7066.697:v15 IMPACT pending=2.08g air=16.85"
-1785058897.211,"7068.698:v15 LANDING impact impact=5.87g air=17.57; 7068.698:v15 REJECT reason=ballisticAboveHardCap hBal=53.07 air=17.57; 7068.698:v15 REJECT reason=gateNoJumpEvidence dCrs=9.37 drop=1.07 yank=1.46; 7068.699:v15 REJECT reason=gateNoJumpEvidence dCrs=10.62 drop=1.06 yank=1.54; 7068.699:v15 REJECT reason=gateNoJumpEvidence dCrs=13.33 drop=1.03 yank=1.46; 7068.700:v15 REJECT reason=gateNoJumpEvidence dCrs=13.33 drop=1.03 yank=1.53; 7068.700:v15 CANDIDATE(reanchor) t0=7066.31 yank=5.87g; 7068.700:v15 CANDIDATE t0=7066.31 yank=5.87g quietAt=7067.82 B(abs)=n/a B(rel)=-5.76"
-1785058895.959,"7069.697:v15 IMPACT pending=2.02g air=3.08"
-1785058893.455,"7071.694:v15 LANDING impact impact=3.42g air=3.18; 7069.488:JUMP(v15) FINAL h=2.55m src=ballistic air=3.18s dist=17.12m hFit=-1.0 hRel=-1.0 hBal=2.55 arcPts=0 yank=5.87g impact=3.42g float=0.56 rot=2.15 hard=true conf=50.0 latency=1.5s; 7071.700:v15 JUMP h=2.55m src=ballistic air=3.18s conf=0.50; 7072.693:v15 REJECT(open) reason=retriggerGuard"
-1785058890.951,"7075.698:v15 BARO rel datumStep delta=-5.10 — window reset"
-1785058885.943,"7079.697:v15 CANDIDATE t0=7075.37 yank=1.51g quietAt=7078.69 B(abs)=n/a B(rel)=n/a"
-1785058880.934,"7084.699:v15 IMPACT pending=1.90g air=8.68"
-1785058879.682,"7086.697:v15 LANDING impact impact=1.93g air=8.69; 7086.697:v15 REJECT reason=ballisticAboveHardCap hBal=13.45 air=8.69; 7086.697:v15 REJECT reason=gateNoJumpEvidence dCrs=11.45 drop=1.05 yank=1.21; 7086.697:v15 REJECT reason=gateNoJumpEvidence dCrs=8.07 drop=1.06 yank=1.37; 7086.698:v15 REJECT reason=gateNoJumpEvidence dCrs=3.21 drop=1.05 yank=1.34; 7086.698:v15 REJECT reason=gateNoJumpEvidence dCrs=3.21 drop=1.05 yank=1.47; 7086.698:v15 REJECT reason=gateNoJumpEvidence dCrs=2.43 drop=1.05 yank=1.25; 7086.698:v15 CANDIDATE t0=7084.06 yank=1.93g quietAt=7085.57 B(abs)=n/a B(rel)=-16.71"
-1785058875.926,"7089.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058874.654,"7090.698:v15 REJECT reason=gateNoJumpEvidence dCrs=3.20 drop=1.01 yank=1.93; 7090.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.31 drop=1.03 yank=1.32; 7090.699:v15 CANDIDATE t0=7086.66 yank=1.58g quietAt=7090.07 B(abs)=n/a B(rel)=n/a"
-1785058872.150,"7093.699:v15 QUIET collapse=7092.16 — waiting impact/baroReturn"
-1785058869.645,"7095.701:v15 LANDING impact(late) impact=2.01g air=8.80"
-1785058868.393,"7096.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.42 drop=0.99 yank=1.58; 7096.700:v15 REJECT reason=gateNoJumpEvidence dCrs=3.25 drop=0.98 yank=1.53; 7096.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.18 drop=0.99 yank=1.37; 7096.701:v15 REJECT reason=gateNoJumpEvidence dCrs=8.04 drop=0.99 yank=1.53; 7096.702:v15 REJECT reason=gateNoJumpEvidence dCrs=4.54 drop=1.01 yank=1.84; 7096.702:v15 REJECT reason=gateNoJumpEvidence dCrs=5.07 drop=1.02 yank=1.56; 7096.703:v15 CANDIDATE t0=7095.47 yank=2.02g quietAt=7096.47 B(abs)=n/a B(rel)=n/a"
-1785058864.637,"7100.700:v15 IMPACT pending=1.90g air=4.78"
-1785058863.385,"7102.697:v15 LANDING impact impact=1.90g air=4.79"
-1785058862.133,"7102.698:v15 REJECT reason=gateNoJumpEvidence dCrs=3.22 drop=1.03 yank=2.02; 7102.698:v15 REJECT reason=gateNoJumpEvidence dCrs=1.78 drop=1.04 yank=1.70; 7102.698:v15 REJECT reason=gateNoJumpEvidence dCrs=4.60 drop=1.00 yank=1.59; 7102.699:v15 REJECT reason=gateNoJumpEvidence dCrs=4.27 drop=0.98 yank=1.58; 7102.699:v15 REJECT reason=gateNoJumpEvidence dCrs=2.73 drop=0.96 yank=1.48; 7102.699:v15 REJECT reason=gateNoJumpEvidence dCrs=2.73 drop=0.96 yank=1.37; 7102.700:v15 CANDIDATE t0=7100.26 yank=1.90g quietAt=7101.77 B(abs)=n/a B(rel)=n/a; 7102.703:v15 IMPACT pending=2.06g air=2.18"
-1785058860.881,"7104.701:v15 LANDING impact impact=2.41g air=2.70; 7104.701:v15 REJECT reason=gateNoJumpEvidence dCrs=1.18 drop=0.93 yank=1.90; 7104.701:v15 REJECT reason=gateNoJumpEvidence dCrs=5.26 drop=0.93 yank=1.58; 7104.701:v15 REJECT reason=gateNoJumpEvidence dCrs=3.73 drop=0.91 yank=1.48; 7104.701:v15 REJECT reason=gateNoJumpEvidence dCrs=3.73 drop=0.91 yank=1.37; 7104.702:v15 REJECT reason=gateNoJumpEvidence dCrs=1.43 drop=0.93 yank=1.51; 7104.702:v15 CANDIDATE t0=7102.96 yank=2.41g quietAt=7104.47 B(abs)=n/a B(rel)=n/a"
-1785058852.116,"7113.702:v15 IMPACT pending=2.00g air=10.41"
-1785058849.612,"7115.701:v15 LANDING impact impact=2.00g air=10.41; 7115.702:v15 REJECT reason=gateNoJumpEvidence dCrs=6.75 drop=0.87 yank=2.41; 7115.702:v15 REJECT reason=gateNoJumpEvidence dCrs=9.36 drop=0.96 yank=1.35; 7115.702:v15 REJECT reason=gateNoJumpEvidence dCrs=7.34 drop=0.99 yank=1.38; 7115.703:v15 REJECT reason=gateNoJumpEvidence dCrs=2.32 drop=1.03 yank=1.34; 7115.703:v15 REJECT reason=gateNoJumpEvidence dCrs=3.49 drop=1.03 yank=1.45; 7115.704:v15 CANDIDATE t0=7113.38 yank=2.00g quietAt=7114.88 B(abs)=n/a B(rel)=-12.79"
-1785058847.108,"7119.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.14"
-1785058844.604,"7120.699:v15 REJECT reason=gateNoJumpEvidence dCrs=9.33 drop=1.03 yank=2.00; 7120.699:v15 REJECT reason=gateNoJumpEvidence dCrs=3.49 drop=1.03 yank=1.45; 7120.700:v15 CANDIDATE t0=7117.39 yank=1.55g quietAt=7119.52 B(abs)=n/a B(rel)=n/a"
-1785058834.587,"7130.701:v15 IMPACT pending=2.12g air=12.91"
-1785058833.285,"7132.697:v15 LANDING impact impact=3.87g air=13.06"
-1785058832.033,"7132.698:v15 REJECT reason=gateNoJumpEvidence dCrs=6.70 drop=0.90 yank=1.55; 7132.698:v15 REJECT reason=gateNoJumpEvidence dCrs=7.92 drop=1.01 yank=1.44; 7132.698:v15 REJECT reason=gateNoJumpEvidence dCrs=7.92 drop=1.01 yank=1.43; 7132.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.98 drop=1.03 yank=1.30; 7132.699:v15 REJECT reason=gateNoJumpEvidence dCrs=9.72 drop=1.04 yank=1.67; 7132.699:v15 REJECT reason=floatBelowMin float=0.35; 7132.700:v15 CANDIDATE t0=7130.45 yank=3.87g quietAt=7132.16 B(abs)=n/a B(rel)=-12.28; 7133.699:v15 IMPACT pending=1.92g air=2.64"
-1785058830.781,"7135.698:v15 LANDING impact impact=2.15g air=2.66"
-1785058829.529,"7133.114:JUMP(v15) FINAL h=2.1m src=ballistic air=2.66s dist=13.84m hFit=-1.0 hRel=-1.0 hBal=2.1 arcPts=0 yank=3.87g impact=2.15g float=0.45 rot=1.44 hard=true conf=50.0 latency=1.5s; 7135.704:v15 JUMP h=2.10m src=ballistic air=2.66s conf=0.50; 7135.704:v15 REJECT(open) reason=retriggerGuard"
-1785058823.268,"7141.700:v15 CANDIDATE t0=7139.79 yank=1.40g quietAt=7141.31 B(abs)=n/a B(rel)=-9.09; 7142.697:v15 IMPACT pending=2.00g air=1.85"
-1785058822.016,"7143.699:v15 LANDING impact impact=2.18g air=1.88; 7143.699:v15 REJECT reason=gateEntrySpeed vin=2.79; 7143.700:v15 REJECT reason=floatBelowMin float=0.35; 7143.700:v15 REJECT reason=gateEntrySpeed vin=3.86; 7143.700:v15 REJECT reason=floatBelowMin float=0.34; 7143.700:v15 REJECT reason=gateEntrySpeed vin=2.92; 7143.700:v15 REJECT reason=floatBelowMin float=0.34; 7143.700:v15 CANDIDATE t0=7141.67 yank=2.18g quietAt=7143.18 B(abs)=n/a B(rel)=-9.09"
-1785058809.495,"7155.700:v15 IMPACT pending=2.37g air=13.30"
-1785058808.243,"7156.701:v15 LANDING impact impact=2.58g air=13.32; 7156.701:v15 REJECT reason=gateEntrySpeed vin=4.04; 7156.702:v15 REJECT reason=gateNoJumpEvidence dCrs=4.97 drop=1.13 yank=1.49; 7156.702:v15 REJECT reason=gateNoJumpEvidence dCrs=0.55 drop=1.09 yank=1.44; 7156.702:v15 REJECT reason=gateNoJumpEvidence dCrs=0.55 drop=1.09 yank=1.50; 7156.702:v15 REJECT reason=gateNoJumpEvidence dCrs=1.10 drop=1.05 yank=1.40; 7156.702:v15 REJECT reason=gateNoJumpEvidence dCrs=1.37 drop=1.01 yank=1.66; 7156.703:v15 CANDIDATE t0=7154.99 yank=2.58g quietAt=7156.50 B(abs)=n/a B(rel)=-7.22"
-1785058804.487,"7160.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058803.235,"7161.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.46 drop=1.00 yank=2.58; 7161.701:v15 REJECT reason=gateNoJumpEvidence dCrs=5.15 drop=1.00 yank=1.41; 7161.701:v15 CANDIDATE t0=7159.77 yank=1.51g quietAt=7161.00 B(abs)=n/a B(rel)=n/a"
-1785058774.407,"7190.698:v15 REJECT reason=maxFlightExceeded air=30.00; 7190.698:v15 CANDIDATE t0=7188.03 yank=1.29g quietAt=7189.78 B(abs)=n/a B(rel)=-8.19"
-1785058765.642,"7199.699:v15 IMPACT pending=2.19g air=11.28"
-1785058763.138,"7201.701:v15 LANDING impact impact=2.54g air=11.37; 7201.701:v15 REJECT reason=gateNoJumpEvidence dCrs=12.20 drop=0.88 yank=1.29; 7201.701:v15 REJECT reason=gateNoJumpEvidence dCrs=16.03 drop=0.94 yank=1.27; 7201.702:v15 REJECT reason=gateNoJumpEvidence dCrs=6.76 drop=0.99 yank=1.31; 7201.702:v15 REJECT reason=gateNoJumpEvidence dCrs=6.76 drop=0.99 yank=1.48; 7201.702:v15 REJECT reason=gateNoJumpEvidence dCrs=8.29 drop=1.01 yank=1.43; 7201.702:v15 REJECT reason=gateNoJumpEvidence dCrs=6.65 drop=1.03 yank=1.38; 7201.703:v15 CANDIDATE t0=7199.40 yank=2.54g quietAt=7200.91 B(abs)=n/a B(rel)=-5.73; 7201.705:v15 IMPACT pending=1.99g air=2.09; 7203.696:v15 LANDING impact+splash(rel) impact=4.38g air=2.20"
-1785058761.886,"7201.603:JUMP(v15) FINAL h=1.96m src=ballistic air=2.2s dist=9.93m hFit=-1.0 hRel=-1.0 hBal=1.96 arcPts=0 yank=2.54g impact=4.38g float=0.59 rot=1.21 hard=true conf=50.0 latency=1.0s; 7203.704:v15 JUMP h=1.96m src=ballistic air=2.20s conf=0.50; 7203.705:v15 REJECT(open) reason=retriggerGuard"
-1785058755.626,"7209.700:v15 CANDIDATE t0=7207.48 yank=1.40g quietAt=7208.75 B(abs)=n/a B(rel)=n/a; 7210.696:v15 IMPACT pending=1.94g air=2.12"
-1785058753.122,"7212.698:v15 LANDING impact impact=3.71g air=3.03; 7210.503:JUMP(v15) FINAL h=2.03m src=ballistic air=3.03s dist=25.07m hFit=-1.0 hRel=-1.0 hBal=2.03 arcPts=0 yank=1.4g impact=3.71g float=0.37 rot=1.32 hard=true conf=50.0 latency=1.5s; 7212.703:v15 JUMP h=2.03m src=ballistic air=3.03s conf=0.50"
-1785058748.113,"7217.698:v15 CANDIDATE t0=7216.00 yank=1.60g quietAt=7217.02 B(abs)=n/a B(rel)=n/a; 7217.700:v15 IMPACT pending=2.05g air=1.31"
-1785058745.609,"7219.698:v15 LANDING impact impact=2.96g air=1.36; 7219.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.79 drop=0.93 yank=1.60; 7219.699:v15 REJECT reason=floatBelowMin float=0.33; 7219.699:v15 REJECT reason=gateNoJumpEvidence dCrs=10.40 drop=1.10 yank=1.26; 7219.700:v15 REJECT reason=gateNoJumpEvidence dCrs=12.58 drop=0.98 yank=1.46; 7219.700:v15 REJECT reason=floatBelowMin float=0.33; 7219.702:v15 CANDIDATE t0=7217.36 yank=2.96g quietAt=7219.30 B(abs)=n/a B(rel)=-15.01"
-1785058743.105,"7222.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058741.853,"7223.700:v15 REJECT reason=softEcho dt=6.86; 7223.701:v15 REJECT reason=gateNoJumpEvidence dCrs=1.95 drop=0.92 yank=1.42; 7223.702:v15 REJECT reason=floatBelowMin float=0.30; 7223.702:v15 CANDIDATE t0=7219.69 yank=1.60g quietAt=7223.37 B(abs)=n/a B(rel)=n/a"
-1785058714.297,"7250.699:v15 REJECT reason=maxFlightExceeded air=30.00; 7250.699:v15 CANDIDATE t0=7245.84 yank=1.41g quietAt=7249.69 B(abs)=n/a B(rel)=-14.07; 7251.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
