t,message
-1785059459.715,"6505.700:v15 LANDING impact impact=3.39g air=2.31; 6503.779:JUMP(v15) FINAL h=1.7m src=ballistic air=2.31s dist=10.61m hFit=-1.0 hRel=-1.0 hBal=1.7 arcPts=0 yank=3.09g impact=3.39g float=0.54 rot=0.79 hard=true conf=50.0 latency=1.5s; 6505.705:v15 JUMP h=1.70m src=ballistic air=2.31s conf=0.50; 6505.705:v15 REJECT(open) reason=retriggerGuard; 6505.922:v15 BARO abs drop reason=degradedAccuracy acc=23.21"
-1785059458.463,"6506.693:v15 REJECT(open) reason=retriggerGuard; 6506.911:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059457.211,"6507.699:v15 REJECT(open) reason=retriggerGuard; 6507.913:v15 BARO abs drop reason=degradedAccuracy acc=23.22; 6508.699:v15 REJECT(open) reason=retriggerGuard; 6508.915:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059455.959,"6509.699:v15 REJECT(open) reason=retriggerGuard; 6509.906:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059454.707,"6510.699:v15 REJECT(open) reason=retriggerGuard; 6510.910:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059453.454,"6511.700:v15 CANDIDATE t0=6509.08 yank=1.46g quietAt=6511.30 B(abs)=n/a B(rel)=n/a"
-1785059425.858,"6539.694:v15 REJECT reason=maxFlightExceeded air=30.00; 6539.694:v15 CANDIDATE t0=6538.09 yank=1.81g quietAt=6539.08 B(abs)=n/a B(rel)=-4.04; 6539.695:v15 IMPACT pending=2.00g air=1.29; 6539.858:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059423.353,"6541.698:v15 IMPACT discarded=2.00g — early mid-flight jolt (quiet resumed)"
-1785059422.101,"6543.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059420.849,"6544.693:v15 REJECT reason=gateNoJumpEvidence dCrs=6.87 drop=0.96 yank=1.81; 6544.693:v15 REJECT reason=gateNoJumpEvidence dCrs=3.11 drop=0.98 yank=1.57; 6544.693:v15 REJECT reason=gateNoJumpEvidence dCrs=3.79 drop=0.97 yank=1.59; 6544.693:v15 CANDIDATE t0=6542.48 yank=1.63g quietAt=6544.09 B(abs)=n/a B(rel)=-3.39; 6544.846:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059417.093,"6547.701:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 6548.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.76 drop=0.92 yank=1.63; 6548.700:v15 CANDIDATE t0=6544.81 yank=1.82g quietAt=6548.48 B(abs)=n/a B(rel)=-3.62; 6548.844:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059414.588,"6550.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059413.336,"6551.697:v15 REJECT reason=gateNoJumpEvidence dCrs=1.99 drop=0.89 yank=1.82; 6551.698:v15 CANDIDATE t0=6549.67 yank=1.63g quietAt=6550.82 B(abs)=n/a B(rel)=n/a; 6551.827:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059402.067,"6563.699:v15 IMPACT pending=2.67g air=13.39"
-1785059400.815,"6565.690:v15 LANDING impact impact=3.99g air=13.43"
-1785059399.563,"6565.692:v15 REJECT reason=gateNoJumpEvidence dCrs=15.54 drop=0.97 yank=1.63; 6565.692:v15 REJECT reason=gateNoJumpEvidence dCrs=15.13 drop=1.04 yank=1.43; 6565.692:v15 REJECT reason=gateNoJumpEvidence dCrs=12.26 drop=1.07 yank=1.29; 6565.693:v15 REJECT reason=gateNoJumpEvidence dCrs=12.26 drop=1.07 yank=1.25; 6565.693:v15 REJECT reason=floatBelowMin float=0.32; 6565.693:v15 REJECT reason=gateNoJumpEvidence dCrs=12.17 drop=0.99 yank=1.27; 6565.693:v15 CANDIDATE t0=6563.09 yank=3.99g quietAt=6564.60 B(abs)=n/a B(rel)=-2.25; 6565.696:v15 IMPACT pending=2.14g air=2.20; 6565.802:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059398.311,"6567.698:v15 LANDING impact impact=2.90g air=2.32"
-1785059397.059,"6565.414:JUMP(v15) FINAL h=1.67m src=ballistic air=2.32s dist=7.47m hFit=-1.0 hRel=-1.0 hBal=1.67 arcPts=0 yank=3.99g impact=2.9g float=0.59 rot=0.75 hard=true conf=50.0 latency=1.5s; 6567.703:v15 JUMP h=1.67m src=ballistic air=2.32s conf=0.50; 6567.704:v15 REJECT(open) reason=retriggerGuard; 6567.805:v15 BARO abs drop reason=degradedAccuracy acc=23.22; 6568.698:v15 REJECT(open) reason=retriggerGuard; 6568.799:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059395.806,"6569.698:v15 REJECT(open) reason=retriggerGuard; 6569.800:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059394.554,"6570.690:v15 REJECT(open) reason=retriggerGuard; 6570.801:v15 BARO abs drop reason=degradedAccuracy acc=23.22"
-1785059393.302,"6571.698:v15 REJECT(open) reason=retriggerGuard; 6571.792:v15 BARO abs drop reason=degradedAccuracy acc=23.22; 6572.698:v15 REJECT(open) reason=retriggerGuard"
-1785059392.020,"6572.793:v15 BARO abs drop reason=degradedAccuracy acc=23.22; 6573.691:v15 CANDIDATE t0=6570.44 yank=1.39g quietAt=6573.04 B(abs)=n/a B(rel)=n/a"
-1785059387.011,"6578.783:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059364.473,"6600.694:v15 REJECT reason=maxFlightExceeded air=30.00; 6600.695:v15 CANDIDATE t0=6597.19 yank=1.53g quietAt=6600.44 B(abs)=n/a B(rel)=-0.36; 6600.804:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059363.221,"6602.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059361.969,"6603.693:v15 REJECT reason=gateNoJumpEvidence dCrs=3.30 drop=1.03 yank=1.53; 6603.693:v15 CANDIDATE t0=6600.71 yank=1.33g quietAt=6603.19 B(abs)=n/a B(rel)=-0.28; 6603.737:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059359.465,"6606.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059358.212,"6607.690:v15 REJECT reason=gateNoJumpEvidence dCrs=0.01 drop=1.02 yank=1.33; 6607.691:v15 CANDIDATE t0=6602.85 yank=1.55g quietAt=6606.72 B(abs)=n/a B(rel)=-0.18; 6607.692:v15 IMPACT pending=1.94g air=4.29; 6607.733:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059355.708,"6609.690:v15 LANDING impact impact=1.94g air=4.29; 6609.691:v15 REJECT reason=gateNoJumpEvidence dCrs=3.53 drop=1.02 yank=1.55; 6609.692:v15 REJECT reason=gateNoJumpEvidence dCrs=8.27 drop=1.02 yank=1.33; 6609.692:v15 REJECT reason=gateNoJumpEvidence dCrs=5.22 drop=1.02 yank=1.23; 6609.692:v15 REJECT reason=gateNoJumpEvidence dCrs=3.53 drop=1.02 yank=1.37; 6609.693:v15 REJECT reason=gateNoJumpEvidence dCrs=4.24 drop=1.02 yank=1.32; 6609.693:v15 REJECT reason=gateNoJumpEvidence dCrs=9.22 drop=1.01 yank=1.24; 6609.693:v15 CANDIDATE t0=6607.14 yank=1.94g quietAt=6608.65 B(abs)=n/a B(rel)=n/a; 6609.725:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059349.447,"6615.701:v15 IMPACT pending=2.24g air=8.29"
-1785059348.195,"6617.699:v15 LANDING impact impact=4.39g air=8.34; 6617.699:v15 REJECT reason=gateNoJumpEvidence dCrs=12.60 drop=1.02 yank=1.94; 6617.699:v15 REJECT reason=gateNoJumpEvidence dCrs=4.35 drop=1.06 yank=1.50; 6617.700:v15 REJECT reason=gateNoJumpEvidence dCrs=4.35 drop=1.06 yank=1.77; 6617.701:v15 REJECT reason=gateNoJumpEvidence dCrs=4.26 drop=1.05 yank=1.60; 6617.701:v15 REJECT reason=gateNoJumpEvidence dCrs=3.99 drop=1.03 yank=1.29; 6617.701:v15 REJECT reason=gateNoJumpEvidence dCrs=3.66 drop=1.01 yank=1.54; 6617.702:v15 CANDIDATE(reanchor) t0=6615.48 yank=4.39g; 6617.702:v15 CANDIDATE t0=6615.48 yank=4.39g quietAt=6616.99 B(abs)=n/a B(rel)=0.11; 6617.709:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059346.943,"6618.692:v15 IMPACT pending=2.16g air=2.66"
-1785059345.691,"6620.694:v15 LANDING impact impact=3.14g air=2.74"
-1785059344.439,"6618.219:JUMP(v15) FINAL h=1.76m src=ballistic air=2.74s dist=14.8m hFit=-1.0 hRel=-1.0 hBal=1.76 arcPts=0 yank=4.39g impact=3.14g float=0.52 rot=0.88 hard=true conf=50.0 latency=1.5s; 6620.699:v15 JUMP h=1.76m src=ballistic air=2.74s conf=0.50; 6620.699:v15 REJECT(open) reason=retriggerGuard; 6620.707:v15 BARO abs drop reason=degradedAccuracy acc=23.23; 6621.688:v15 REJECT(open) reason=retriggerGuard"
-1785059343.187,"6621.706:v15 BARO abs drop reason=degradedAccuracy acc=23.23; 6622.696:v15 REJECT(open) reason=retriggerGuard; 6622.701:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059341.935,"6623.697:v15 REJECT(open) reason=retriggerGuard; 6623.701:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059340.683,"6624.701:v15 REJECT(open) reason=retriggerGuard; 6624.704:v15 BARO abs drop reason=degradedAccuracy acc=23.23; 6625.698:v15 CANDIDATE t0=6623.49 yank=1.56g quietAt=6624.73 B(abs)=n/a B(rel)=n/a"
-1785059329.408,"6635.702:v15 IMPACT pending=1.91g air=11.96"
-1785059328.156,"6637.698:v15 LANDING impact impact=1.95g air=12.01; 6637.698:v15 REJECT reason=gateEntrySpeed vin=4.06; 6637.699:v15 REJECT reason=gateNoJumpEvidence dCrs=12.20 drop=1.14 yank=1.44; 6637.701:v15 REJECT reason=gateNoJumpEvidence dCrs=7.55 drop=1.16 yank=1.35; 6637.701:v15 REJECT reason=gateNoJumpEvidence dCrs=7.55 drop=1.16 yank=1.57; 6637.701:v15 REJECT reason=gateNoJumpEvidence dCrs=10.40 drop=1.13 yank=1.31; 6637.702:v15 REJECT reason=gateNoJumpEvidence dCrs=10.40 drop=1.13 yank=1.58; 6637.702:v15 CANDIDATE t0=6635.50 yank=1.95g quietAt=6637.01 B(abs)=n/a B(rel)=-2.57; 6638.006:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059324.400,"6640.701:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059323.148,"6641.696:v15 REJECT reason=gateNoJumpEvidence dCrs=3.94 drop=0.82 yank=1.95; 6641.698:v15 REJECT reason=floatBelowMin float=0.34; 6641.698:v15 CANDIDATE t0=6639.45 yank=1.39g quietAt=6641.50 B(abs)=n/a B(rel)=-3.00; 6642.003:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059316.887,"6648.697:v15 IMPACT pending=2.03g air=8.21"
-1785059315.635,"6649.697:v15 LANDING impact impact=2.03g air=8.21; 6649.697:v15 REJECT reason=gateNoJumpEvidence dCrs=4.29 drop=0.91 yank=1.39; 6649.697:v15 REJECT reason=gateNoJumpEvidence dCrs=6.56 drop=1.01 yank=1.27; 6649.697:v15 REJECT reason=gateNoJumpEvidence dCrs=10.19 drop=1.04 yank=1.46; 6649.698:v15 REJECT reason=gateNoJumpEvidence dCrs=10.19 drop=1.04 yank=1.28; 6649.698:v15 REJECT reason=gateNoJumpEvidence dCrs=9.28 drop=1.05 yank=1.59; 6649.698:v15 REJECT reason=gateNoJumpEvidence dCrs=8.14 drop=1.04 yank=1.79; 6649.698:v15 CANDIDATE t0=6647.66 yank=2.03g quietAt=6649.17 B(abs)=n/a B(rel)=-2.17; 6649.985:v15 BARO abs drop reason=degradedAccuracy acc=23.23"
-1785059313.130,"6652.309:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059311.878,"6653.692:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 6654.694:v15 REJECT reason=gateNoJumpEvidence dCrs=1.11 drop=1.00 yank=2.03; 6654.695:v15 REJECT reason=gateNoJumpEvidence dCrs=8.14 drop=1.04 yank=1.79; 6654.695:v15 CANDIDATE t0=6650.24 yank=1.63g quietAt=6653.67 B(abs)=n/a B(rel)=-2.17"
-1785059310.626,"6654.973:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059309.374,"6655.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059308.122,"6656.693:v15 REJECT reason=gateNoJumpEvidence dCrs=4.85 drop=0.99 yank=1.63; 6656.693:v15 CANDIDATE t0=6654.16 yank=1.56g quietAt=6656.24 B(abs)=n/a B(rel)=n/a; 6656.966:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059303.113,"6662.694:v15 IMPACT pending=1.96g air=7.99"
-1785059300.609,"6664.692:v15 LANDING impact impact=5.48g air=8.25; 6664.692:v15 REJECT reason=gateNoJumpEvidence dCrs=10.69 drop=1.01 yank=1.56; 6664.692:v15 REJECT reason=floatBelowMin float=0.34; 6664.693:v15 REJECT reason=gateNoJumpEvidence dCrs=8.90 drop=1.03 yank=1.25; 6664.693:v15 REJECT reason=gateNoJumpEvidence dCrs=4.96 drop=1.03 yank=1.32; 6664.693:v15 REJECT reason=floatBelowMin float=0.34; 6664.693:v15 REJECT reason=floatBelowMin float=0.32; 6664.693:v15 CANDIDATE(reanchor) t0=6662.41 yank=5.48g; 6664.693:v15 CANDIDATE t0=6662.41 yank=5.48g quietAt=6663.92 B(abs)=n/a B(rel)=-2.30; 6664.951:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059299.357,"6665.693:v15 IMPACT pending=2.33g air=2.88"
-1785059298.105,"6667.698:v15 LANDING impact impact=2.86g air=3.00; 6665.409:JUMP(v15) FINAL h=1.61m src=ballistic air=3.0s dist=16.38m hFit=-1.0 hRel=-1.0 hBal=1.61 arcPts=0 yank=5.48g impact=2.86g float=0.56 rot=0.65 hard=true conf=50.0 latency=1.5s; 6667.703:v15 JUMP h=1.61m src=ballistic air=3.00s conf=0.50; 6667.703:v15 REJECT(open) reason=retriggerGuard; 6667.946:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059296.853,"6668.697:v15 REJECT(open) reason=retriggerGuard; 6668.947:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059295.601,"6669.699:v15 REJECT(open) reason=retriggerGuard; 6670.041:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059294.348,"6670.699:v15 REJECT(open) reason=retriggerGuard; 6670.941:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059293.096,"6671.695:v15 REJECT(open) reason=retriggerGuard; 6671.942:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6672.700:v15 REJECT(open) reason=retriggerGuard; 6672.944:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059291.804,"6673.691:v15 REJECT(open) reason=retriggerGuard; 6673.937:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059290.552,"6674.693:v15 CANDIDATE t0=6672.77 yank=1.47g quietAt=6674.30 B(abs)=n/a B(rel)=-0.75"
-1785059261.753,"6703.698:v15 REJECT reason=maxFlightExceeded air=30.00; 6703.698:v15 CANDIDATE t0=6700.96 yank=1.51g quietAt=6702.77 B(abs)=n/a B(rel)=-0.46; 6703.877:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059259.249,"6706.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059257.996,"6707.698:v15 REJECT reason=gateNoJumpEvidence dCrs=4.05 drop=0.99 yank=1.51; 6707.700:v15 CANDIDATE t0=6705.84 yank=1.54g quietAt=6706.97 B(abs)=n/a B(rel)=-0.18; 6707.875:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059254.240,"6711.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059252.988,"6712.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.31 drop=1.01 yank=1.54; 6712.699:v15 CANDIDATE t0=6708.03 yank=1.49g quietAt=6711.85 B(abs)=n/a B(rel)=0.01; 6712.861:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059251.736,"6713.691:v15 IMPACT pending=2.02g air=4.56"
-1785059249.232,"6715.695:v15 LANDING impact impact=3.10g air=5.63; 6715.695:v15 REJECT reason=gateNoJumpEvidence dCrs=4.48 drop=1.03 yank=1.49; 6715.695:v15 REJECT reason=gateNoJumpEvidence dCrs=9.72 drop=1.03 yank=1.40; 6715.695:v15 REJECT reason=gateNoJumpEvidence dCrs=4.48 drop=1.03 yank=1.47; 6715.696:v15 REJECT reason=gateNoJumpEvidence dCrs=4.24 drop=1.01 yank=1.47; 6715.696:v15 REJECT reason=gateNoJumpEvidence dCrs=6.35 drop=1.00 yank=1.34; 6715.696:v15 REJECT reason=gateNoJumpEvidence dCrs=10.18 drop=1.00 yank=1.42; 6715.696:v15 CANDIDATE t0=6713.66 yank=3.10g quietAt=6715.16 B(abs)=n/a B(rel)=n/a; 6715.857:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6716.699:v15 IMPACT pending=2.05g air=2.46"
-1785059246.727,"6718.695:v15 LANDING impact impact=2.32g air=2.54; 6716.196:JUMP(v15) FINAL h=1.61m src=ballistic air=2.54s dist=22.06m hFit=-1.0 hRel=-1.0 hBal=1.61 arcPts=0 yank=3.1g impact=2.32g float=0.6 rot=0.66 hard=true conf=50.0 latency=1.5s; 6718.701:v15 JUMP h=1.61m src=ballistic air=2.54s conf=0.50; 6718.701:v15 REJECT(open) reason=retriggerGuard; 6718.854:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6719.697:v15 REJECT(open) reason=retriggerGuard"
-1785059245.475,"6719.856:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6720.697:v15 REJECT(open) reason=retriggerGuard"
-1785059244.223,"6720.846:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6721.695:v15 REJECT(open) reason=retriggerGuard; 6721.848:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059242.971,"6722.697:v15 REJECT(open) reason=retriggerGuard; 6722.849:v15 BARO abs drop reason=degradedAccuracy acc=23.24"
-1785059241.719,"6723.691:v15 REJECT(open) reason=retriggerGuard; 6723.892:v15 BARO abs drop reason=degradedAccuracy acc=23.24; 6724.171:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059240.467,"6724.698:v15 CANDIDATE t0=6722.68 yank=1.81g quietAt=6723.71 B(abs)=n/a B(rel)=n/a"
-1785059234.206,"6731.698:v15 IMPACT pending=1.92g air=8.18"
-1785059231.677,"6734.688:v15 LANDING impact impact=3.36g air=9.36; 6734.688:v15 REJECT reason=ballisticAboveHardCap hBal=16.46 air=9.36; 6734.689:v15 REJECT reason=ballisticAboveHardCap hBal=7.65 air=6.31; 6734.690:v15 RESCUE folded jump t0=6726.76 land=6731.07 air=4.31; 6731.071:JUMP(v15) FINAL h=1.65m src=ballistic air=4.31s dist=39.9m hFit=-1.0 hRel=-1.0 hBal=1.65 arcPts=0 yank=1.44g impact=2.07g float=0.41 rot=0.72 hard=true conf=50.0 latency=2.5s; 6734.695:v15 JUMP h=1.65m src=ballistic air=4.31s conf=0.50; 6734.696:v15 REJECT(open) reason=retriggerGuard"
-1785059230.424,"6734.819:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6735.690:v15 REJECT(open) reason=retriggerGuard"
-1785059229.172,"6735.821:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6736.696:v15 REJECT(open) reason=retriggerGuard; 6736.822:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059227.920,"6737.698:v15 REJECT(open) reason=retriggerGuard; 6737.815:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6738.696:v15 REJECT(open) reason=retriggerGuard"
-1785059226.668,"6738.816:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6739.696:v15 REJECT(open) reason=retriggerGuard"
-1785059225.416,"6739.819:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6740.696:v15 REJECT(open) reason=retriggerGuard"
-1785059224.164,"6740.811:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6741.694:v15 CANDIDATE t0=6739.65 yank=1.90g quietAt=6740.55 B(abs)=n/a B(rel)=-2.74"
-1785059220.407,"6745.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059219.155,"6746.697:v15 REJECT reason=softEcho dt=7.62; 6746.698:v15 CANDIDATE t0=6744.42 yank=1.70g quietAt=6745.66 B(abs)=n/a B(rel)=-2.26; 6746.800:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059215.399,"6749.695:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059214.147,"6750.700:v15 REJECT reason=gateNoJumpEvidence dCrs=1.44 drop=0.99 yank=1.70; 6750.700:v15 CANDIDATE t0=6747.24 yank=1.87g quietAt=6750.43 B(abs)=n/a B(rel)=-2.09; 6750.797:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059211.642,"6754.695:v15 LANDING noRiseAbort-softClose impact=0.00g air=6.28"
-1785059210.390,"6754.699:v15 REJECT reason=gateNoJumpEvidence dCrs=10.33 drop=0.96 yank=1.87; 6754.700:v15 CANDIDATE t0=6751.12 yank=1.82g quietAt=6754.52 B(abs)=n/a B(rel)=n/a; 6754.783:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059194.113,"6771.700:v15 IMPACT pending=1.90g air=19.95"
-1785059192.860,"6773.688:v15 LANDING impact impact=1.97g air=19.96; 6773.688:v15 REJECT reason=gateNoJumpEvidence dCrs=4.46 drop=0.89 yank=1.82; 6773.688:v15 REJECT reason=gateNoJumpEvidence dCrs=2.04 drop=1.07 yank=1.55; 6773.689:v15 REJECT reason=gateNoJumpEvidence dCrs=2.04 drop=1.07 yank=1.73; 6773.689:v15 REJECT reason=gateNoJumpEvidence dCrs=0.82 drop=1.05 yank=1.40; 6773.690:v15 REJECT reason=gateNoJumpEvidence dCrs=0.95 drop=1.02 yank=1.40; 6773.690:v15 REJECT reason=gateNoJumpEvidence dCrs=0.53 drop=0.98 yank=1.43; 6773.690:v15 CANDIDATE t0=6771.08 yank=1.97g quietAt=6772.59 B(abs)=n/a B(rel)=-1.58"
-1785059191.608,"6773.747:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059189.104,"6776.692:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059187.852,"6777.693:v15 REJECT reason=gateNoJumpEvidence dCrs=4.14 drop=0.91 yank=1.97; 6777.694:v15 REJECT reason=gateNoJumpEvidence dCrs=0.53 drop=0.98 yank=1.28; 6777.694:v15 REJECT reason=floatBelowMin float=0.29; 6777.694:v15 CANDIDATE t0=6774.49 yank=1.36g quietAt=6777.09 B(abs)=n/a B(rel)=n/a; 6777.747:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059184.096,"6781.700:v15 IMPACT pending=1.90g air=6.72"
-1785059179.087,"6786.697:v15 LANDING impact impact=2.61g air=9.61; 6786.698:v15 REJECT reason=ballisticAboveHardCap hBal=14.95 air=9.61; 6786.699:v15 REJECT reason=gateNoJumpEvidence dCrs=23.97 drop=0.94 yank=1.32; 6786.699:v15 REJECT reason=gateNoJumpEvidence dCrs=23.97 drop=0.94 yank=1.26; 6786.699:v15 REJECT reason=gateNoJumpEvidence dCrs=24.22 drop=0.93 yank=1.29; 6786.700:v15 REJECT reason=gateNoJumpEvidence dCrs=11.43 drop=1.01 yank=2.00; 6786.701:v15 RESCUE folded jump t0=6782.87 land=6784.08 air=1.21; 6784.076:JUMP(v15) FINAL h=1.41m src=ballistic air=1.21s dist=11.99m hFit=-1.0 hRel=-1.0 hBal=1.41 arcPts=0 yank=2.32g impact=2.45g float=0.4 rot=0.33 hard=true conf=50.0 latency=1.5s; 6786.706:v15 JUMP h=1.41m src=ballistic air=1.21s conf=0.50; 6786.706:v15 REJECT(open) reason=retriggerGuard; 6786.717:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059177.835,"6787.699:v15 REJECT(open) reason=retriggerGuard; 6787.720:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059176.583,"6788.693:v15 REJECT(open) reason=retriggerGuard; 6788.721:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059175.331,"6789.699:v15 REJECT(open) reason=retriggerGuard; 6789.712:v15 BARO abs drop reason=degradedAccuracy acc=23.25"
-1785059174.074,"6790.700:v15 REJECT(open) reason=retriggerGuard; 6790.714:v15 BARO abs drop reason=degradedAccuracy acc=23.25; 6791.700:v15 CANDIDATE t0=6789.23 yank=1.48g quietAt=6791.35 B(abs)=n/a B(rel)=n/a"
-1785059169.065,"6796.034:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6796.695:v15 IMPACT pending=2.11g air=6.75"
-1785059165.309,"6799.700:v15 LANDING impact impact=3.69g air=8.58; 6799.701:v15 REJECT reason=gateEntrySpeed vin=4.96; 6799.701:v15 REJECT reason=gateNoJumpEvidence dCrs=0.67 drop=1.17 yank=1.27; 6799.701:v15 REJECT reason=gateNoJumpEvidence dCrs=6.49 drop=1.12 yank=1.40; 6799.702:v15 REJECT reason=gateNoJumpEvidence dCrs=6.49 drop=1.12 yank=1.42; 6799.703:v15 REJECT reason=gateNoJumpEvidence dCrs=5.40 drop=0.98 yank=2.95; 6799.703:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059164.057,"6800.700:v15 CANDIDATE t0=6797.81 yank=3.69g quietAt=6800.47 B(abs)=n/a B(rel)=-0.23"
-1785059161.552,"6803.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785059160.300,"6802.818:JUMP(v15) FINAL h=1.79m src=ballistic air=5.0s dist=32.2m hFit=-1.0 hRel=-1.0 hBal=1.79 arcPts=0 yank=3.69g impact=0.0g float=0.51 rot=0.94 hard=false conf=35.0 latency=1.0s; 6804.699:v15 JUMP h=1.79m src=ballistic air=5.00s conf=0.35; 6804.699:v15 REJECT(open) reason=retriggerGuard; 6805.019:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059159.048,"6805.699:v15 REJECT(open) reason=retriggerGuard; 6806.020:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6806.695:v15 REJECT(open) reason=retriggerGuard; 6807.013:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059157.796,"6807.697:v15 REJECT(open) reason=retriggerGuard; 6808.014:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
-1785059156.544,"6808.697:v15 REJECT(open) reason=retriggerGuard; 6809.016:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6809.697:v15 REJECT(open) reason=retriggerGuard"
-1785059155.292,"6810.009:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6810.697:v15 REJECT(open) reason=retriggerGuard"
-1785059154.040,"6811.082:v15 BARO abs drop reason=degradedAccuracy acc=23.26; 6811.698:v15 CANDIDATE t0=6808.08 yank=1.76g quietAt=6810.83 B(abs)=n/a B(rel)=n/a"
-1785059141.518,"6823.702:v15 LANDING gpsSpeedRecovery impact=0.00g air=14.41; 6823.702:v15 REJECT reason=softEcho dt=5.26; 6823.702:v15 CANDIDATE t0=6820.98 yank=1.42g quietAt=6823.49 B(abs)=n/a B(rel)=-1.22; 6823.981:v15 BARO abs drop reason=degradedAccuracy acc=23.26"
