t,message
-1783872889.233,"1651.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.09"
-1783872888.232,"1652.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872883.234,"1657.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872882.234,"1658.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872881.233,"1659.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872880.233,"1660.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872870.232,"1670.041:Absolute altitude watchdog restart: valueFrozen unchanged=10.5s relativeDelta=63.96m attempt=1; 1670.041:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=10.5s relativeDelta=63.96m attempt=1; 1670.588:v13 REJECT(candidate) reason=sensorWarmup"
-1783872862.233,"1678.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872859.236,"1681.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872858.236,"1682.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.07"
-1783872857.235,"1683.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872856.235,"1684.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872855.234,"1685.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872854.233,"1686.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.09"
-1783872852.232,"1688.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872849.236,"1691.577:v13 REJECT(candidate) reason=shortWindowRise rise=0.14"
-1783872848.235,"1692.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.12"
-1783872847.235,"1693.577:v13 REJECT(candidate) reason=shortWindowRise rise=0.17"
-1783872846.224,"1694.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.20"
-1783872845.234,"1695.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.27"
-1783872844.233,"1696.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.18"
-1783872843.232,"1697.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872842.232,"1698.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.12"
-1783872841.236,"1699.578:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872840.236,"1700.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872839.235,"1701.576:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872837.234,"1703.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872836.234,"1704.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872835.233,"1705.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872834.233,"1706.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872833.232,"1707.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872832.236,"1708.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872831.236,"1709.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872829.235,"1711.575:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872827.234,"1713.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.04"
-1783872826.233,"1714.575:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872825.233,"1715.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872824.227,"1716.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.05"
-1783872823.176,"1717.578:v13 REJECT(candidate) reason=shortWindowRise rise=-0.04"
-1783872820.235,"1720.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.06"
-1783872819.234,"1721.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.04"
-1783872818.234,"1722.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.05"
-1783872817.233,"1723.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872816.233,"1724.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.06"
-1783872815.232,"1725.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872813.236,"1727.574:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872811.235,"1729.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872810.235,"1730.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872809.234,"1731.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872807.233,"1733.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872805.232,"1735.587:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872804.231,"1736.587:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872803.236,"1737.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872802.235,"1738.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872801.235,"1739.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872800.234,"1740.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.06"
-1783872797.233,"1743.592:v13 REJECT(candidate) reason=shortWindowRise rise=-0.04"
-1783872796.232,"1744.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.08"
-1783872795.232,"1745.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.09"
-1783872794.236,"1746.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.12"
-1783872793.236,"1747.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.08"
-1783872792.235,"1748.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872782.190,"1758.380:Absolute altitude watchdog restart: valueFrozen unchanged=10.8s relativeDelta=1.87m attempt=1; 1758.381:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=10.8s relativeDelta=1.87m attempt=1; 1758.583:v13 REJECT(candidate) reason=sensorWarmup"
-1783872774.236,"1766.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872770.234,"1770.161:Absolute altitude watchdog restart: valueFrozen unchanged=11.8s relativeDelta=2.07m attempt=2; 1770.161:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=11.8s relativeDelta=2.07m attempt=2; 1770.572:v13 REJECT(candidate) reason=sensorWarmup"
-1783872762.234,"1778.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872758.232,"1782.412:Absolute altitude watchdog restart: valueFrozen unchanged=12.2s relativeDelta=20.23m attempt=3; 1782.413:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=12.2s relativeDelta=20.23m attempt=3; 1782.586:v13 REJECT(candidate) reason=sensorWarmup"
-1783872750.233,"1790.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872746.236,"1794.043:Absolute altitude watchdog exhausted restarts; relativeDelta=25.72m"
-1783872711.232,"1829.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.06"
-1783872710.236,"1830.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.08"
-1783872709.236,"1831.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.13"
-1783872708.235,"1832.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.21"
-1783872707.234,"1833.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.19"
-1783872706.234,"1834.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.22"
-1783872705.233,"1835.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872704.233,"1836.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.10"
-1783872703.232,"1837.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872702.232,"1838.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.11"
-1783872701.236,"1839.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872700.226,"1840.578:v13 REJECT(candidate) reason=shortWindowRise rise=-0.09"
-1783872699.235,"1841.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.24"
-1783872698.235,"1842.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.17"
-1783872697.234,"1843.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.15"
-1783872696.233,"1844.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.10"
-1783872695.233,"1845.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.08"
-1783872692.236,"1848.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.06"
-1783872691.236,"1849.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872672.236,"1868.419:Absolute altitude watchdog restart: valueFrozen unchanged=19.8s relativeDelta=3.34m attempt=1; 1868.419:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=19.8s relativeDelta=3.34m attempt=1; 1868.619:v13 REJECT(candidate) reason=sensorWarmup"
-1783872664.231,"1876.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872660.234,"1880.229:Absolute altitude watchdog restart: valueFrozen unchanged=11.8s relativeDelta=4.99m attempt=2; 1880.229:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=11.8s relativeDelta=4.99m attempt=2; 1880.580:v13 REJECT(candidate) reason=sensorWarmup"
-1783872652.235,"1888.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872636.192,"1904.423:Absolute altitude watchdog restart: valueFrozen unchanged=24.2s relativeDelta=1.46m attempt=3; 1904.424:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=24.2s relativeDelta=1.46m attempt=3; 1904.579:v13 REJECT(candidate) reason=sensorWarmup"
-1783872628.232,"1912.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872624.235,"1916.421:Absolute altitude watchdog exhausted restarts; relativeDelta=11.90m"
-1783872523.236,"2017.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872522.235,"2018.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.32"
-1783872521.235,"2019.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.29"
-1783872520.234,"2020.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.25"
-1783872519.234,"2021.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.16"
-1783872518.233,"2022.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872517.232,"2023.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.07"
-1783872516.232,"2024.578:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872515.231,"2025.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872504.235,"2036.424:Absolute altitude watchdog restart: valueFrozen unchanged=11.8s relativeDelta=2.74m attempt=1; 2036.425:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=11.8s relativeDelta=2.74m attempt=1; 2036.580:v13 REJECT(candidate) reason=sensorWarmup"
-1783872496.236,"2044.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872492.234,"2048.142:Absolute altitude watchdog restart: valueFrozen unchanged=11.7s relativeDelta=29.87m attempt=2; 2048.144:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=11.7s relativeDelta=29.87m attempt=2; 2048.579:v13 REJECT(candidate) reason=sensorWarmup"
-1783872484.234,"2056.586:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872483.233,"2057.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872482.233,"2058.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872481.232,"2059.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872480.232,"2060.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872479.236,"2061.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872477.235,"2063.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872474.233,"2066.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872473.233,"2067.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872472.232,"2068.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872471.232,"2069.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872470.236,"2070.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872468.235,"2072.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872467.234,"2073.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872462.232,"2078.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872460.235,"2080.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872457.234,"2083.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872455.233,"2085.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872454.232,"2086.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872450.235,"2090.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872449.209,"2091.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872448.234,"2092.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872445.232,"2095.586:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872442.236,"2098.593:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872439.234,"2101.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872438.233,"2102.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872435.232,"2105.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872433.236,"2107.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872430.234,"2110.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872428.233,"2112.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872427.233,"2113.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872426.232,"2114.590:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872425.236,"2115.590:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872424.236,"2116.587:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872423.235,"2117.598:v13 REJECT(candidate) reason=shortWindowRise rise=-0.03"
-1783872422.235,"2118.601:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872421.234,"2119.595:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872420.234,"2120.591:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872418.233,"2122.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872417.232,"2123.585:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872412.234,"2127.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00; 2128.588:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872411.234,"2129.586:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872410.233,"2130.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.07"
-1783872409.233,"2131.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.09"
-1783872408.232,"2132.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.10"
-1783872407.232,"2133.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.08"
-1783872405.236,"2135.589:v13 REJECT(candidate) reason=shortWindowRise rise=0.07"
-1783872404.235,"2136.586:v13 REJECT(candidate) reason=shortWindowRise rise=0.06"
-1783872403.235,"2137.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.05"
-1783872402.234,"2138.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872401.233,"2139.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.07"
-1783872400.233,"2140.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872396.236,"2144.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872395.235,"2145.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872394.235,"2146.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872393.234,"2147.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.04"
-1783872391.233,"2149.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872390.232,"2150.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872389.232,"2151.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872388.236,"2152.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872387.236,"2153.581:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872385.175,"2155.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872381.232,"2159.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872379.236,"2161.582:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872378.236,"2162.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872377.235,"2163.579:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872376.235,"2164.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872375.234,"2165.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872374.233,"2166.580:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872373.233,"2167.573:v13 REJECT(candidate) reason=shortWindowRise rise=-0.02"
-1783872367.234,"2173.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872365.233,"2175.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.03"
-1783872364.233,"2176.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872361.236,"2179.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872355.233,"2185.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872350.235,"2190.609:v13 REJECT(candidate) reason=baselineNoisy range=5.73"
-1783872346.232,"2194.575:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872336.232,"2204.042:Absolute altitude watchdog restart: valueFrozen unchanged=14.4s relativeDelta=1.96m attempt=1; 2204.042:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=14.4s relativeDelta=1.96m attempt=1; 2204.581:v13 REJECT(candidate) reason=sensorWarmup"
-1783872327.231,"2213.577:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872314.234,"2226.035:Absolute altitude watchdog restart: valueFrozen unchanged=22.0s relativeDelta=0.77m attempt=2; 2226.036:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=22.0s relativeDelta=0.77m attempt=2; 2226.577:v13 REJECT(candidate) reason=sensorWarmup"
-1783872306.234,"2234.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872305.234,"2235.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872304.233,"2236.589:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872302.232,"2238.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872301.236,"2239.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.02"
-1783872298.235,"2242.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872297.234,"2243.587:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872278.233,"2262.033:Absolute altitude watchdog restart: valueFrozen unchanged=20.5s relativeDelta=0.87m attempt=1; 2262.034:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=20.5s relativeDelta=0.87m attempt=1; 2262.584:v13 REJECT(candidate) reason=sensorWarmup"
-1783872270.233,"2270.580:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872224.236,"2316.133:Absolute altitude watchdog restart: valueFrozen unchanged=54.1s relativeDelta=0.84m attempt=2; 2316.134:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=54.1s relativeDelta=0.84m attempt=2; 2316.580:v13 REJECT(candidate) reason=sensorWarmup"
-1783872216.232,"2324.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872206.236,"2334.131:Absolute altitude watchdog restart: valueFrozen unchanged=18.0s relativeDelta=0.85m attempt=3; 2334.132:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=18.0s relativeDelta=0.85m attempt=3; 2334.586:v13 REJECT(candidate) reason=sensorWarmup"
-1783872198.186,"2342.583:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872194.234,"2346.588:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872191.232,"2349.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872189.236,"2351.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872188.235,"2352.584:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872187.235,"2353.586:v13 REJECT(candidate) reason=shortWindowRise rise=-0.01"
-1783872185.233,"2355.583:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872184.233,"2356.582:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872183.232,"2357.584:v13 REJECT(candidate) reason=shortWindowRise rise=-0.00"
-1783872181.236,"2359.585:v13 REJECT(candidate) reason=shortWindowRise rise=0.01"
-1783872177.234,"2363.579:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872166.232,"2374.424:Absolute altitude watchdog restart: valueFrozen unchanged=11.8s relativeDelta=1.01m attempt=1; 2374.425:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=11.8s relativeDelta=1.01m attempt=1; 2374.583:v13 REJECT(candidate) reason=sensorWarmup"
-1783872158.233,"2382.581:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872146.235,"2394.042:Absolute altitude watchdog restart: valueFrozen unchanged=19.6s relativeDelta=0.83m attempt=2; 2394.042:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=19.6s relativeDelta=0.83m attempt=2; 2394.581:v13 REJECT(candidate) reason=sensorWarmup"
-1783872138.236,"2402.575:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872124.232,"2416.419:Absolute altitude watchdog restart: valueFrozen unchanged=22.4s relativeDelta=0.80m attempt=3; 2416.419:v13 altitudeStreamReset reason=acquisitionRestart valueFrozen unchanged=22.4s relativeDelta=0.80m attempt=3; 2416.586:v13 REJECT(candidate) reason=sensorWarmup"
-1783872116.217,"2424.578:v13 REJECT(candidate) reason=shortWindowRise rise=0.00"
-1783872112.235,"2428.131:Absolute altitude watchdog exhausted restarts; relativeDelta=0.76m"
